divison,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Master,Jungle,Nidalee,S,52.68%,12.3%,16.3%,"Fiddlesticks,Nunu,Rammus,Jarvaniv,Zac,Ivern,Hecarim",112
Master,Supp,Rell,S+,52.67%,16.5%,13.7%,"Blitzcrank,Leesin,Velkoz,Braum,Yuumi,Leona,Bard",150
Master,Top,Urgot,A,52.63%,2.1%,0.4%,"Tryndamere,Jax,Irelia,Katarina,Renekton,Cassiopeia,Riven",19
Master,Mid,Akali,A,52.63%,2.1%,8.0%,"Soraka,Tristana,Kassadin,Cassiopeia,Pantheon,Diana,Viego",19
Master,Mid,Yone,S+,52.63%,12.5%,22.6%,"Syndra,Qiyana,Ahri,Malphite,Xerath,Ziggs,Karma",114
Master,Jungle,Gragas,B,52.63%,2.1%,3.1%,"Nidalee,Udyr,Hecarim,Reksai,Olaf,Kayn,Taliyah",19
Master,Adc,Samira,S,52.22%,19.8%,42.4%,"Neeko,Seraphine,Kalista,Senna,Aphelios,Kaisa,Ezreal",180
Master,Jungle,Hecarim,S,51.96%,11.2%,29.0%,"Xinzhao,Masteryi,Rammus,Udyr,Poppy,Volibear,Reksai",102
Master,Mid,Azir,A,51.85%,3.0%,0.4%,"Irelia,Malzahar,Ekko,Sylas,Orianna,Galio,Twistedfate",27
Master,Mid,Vladimir,A,51.52%,3.6%,3.9%,"Anivia,Irelia,Corki,Katarina,Ahri,Graves,Lulu",33
Master,Jungle,Rek'Sai,A,51.28%,4.3%,3.5%,"Fiddlesticks,Masteryi,Evelynn,Karthus,Shaco,Pantheon,Khazix",39
Master,Adc,Xayah,A,51.28%,8.6%,0.5%,"Missfortune,Cassiopeia,Malzahar,Varus,Seraphine,Yasuo,Samira",78
Master,Supp,Thresh,S,51.05%,26.0%,15.3%,"Senna,Maokai,Shaco,Pantheon,Rakan,Lux,Seraphine",237
Master,Supp,Yuumi,A,50.94%,5.8%,3.4%,"Sona,Janna,Jarvaniv,Pyke,Lulu,Karma,Leona",53
Master,Supp,Alistar,A,50.35%,15.5%,5.5%,"Blitzcrank,Janna,Twitch,Ashe,Ziggs,Aatrox,Nami",141
Master,Jungle,Graves,A,50.29%,19.2%,16.4%,"Evelynn,Twitch,Rengar,Vi,Ivern,Taliyah,Shyvana",175
Master,Adc,Karthus,B,50.00%,0.9%,14.8%,"Ashe,Senna,Samira,Draven,Kaisa,Lucian",8
Master,Adc,Varus,B,50.00%,1.3%,0.0%,"Missfortune,Jhin,Samira,Kaisa,Vayne,Jinx,Senna",12
Master,Mid,Corki,B,50.00%,1.1%,0.0%,"Cassiopeia,Viktor,Yasuo,Zed,Leblanc,Vladimir,Katarina",10
Master,Jungle,Fiddlesticks,B,50.00%,4.2%,4.8%,"Udyr,Pantheon,Kindred,Vi,Lillia,Nunu,Poppy",38
Master,Jungle,Xin Zhao,B,50.00%,0.7%,0.1%,"Wukong,Graves,Shyvana,Hecarim,Lillia",6
Master,Jungle,Sejuani,B,50.00%,1.1%,0.0%,"Udyr,Kayn,Graves,Ekko,Taliyah,Vi,Ivern",10
Master,Mid,Sett,B,50.00%,1.8%,1.6%,"Anivia,Irelia,Katarina,Pantheon,Fizz,Yasuo,Qiyana",16
Master,Mid,Cassiopeia,B,50.00%,4.0%,0.6%,"Annie,Leblanc,Ryze,Kassadin,Lulu,Lissandra,Diana",36
Master,Mid,Veigar,B,50.00%,1.1%,0.1%,"Annie,Leblanc,Nocturne,Lucian,Yone,Malzahar,Seraphine",10
Master,Adc,Vayne,A,50.00%,11.6%,5.6%,"Sivir,Morgana,Swain,Caitlyn,Varus,Xayah,Seraphine",106
Master,Supp,Vel'Koz,B,50.00%,0.9%,0.3%,"Karma,Blitzcrank,Thresh,Janna,Senna,Rell,Pyke",8
Master,Supp,Swain,B,50.00%,0.9%,0.2%,"Karma,Nautilus,Leona,Thresh,Soraka,Lulu",8
Master,Top,Karma,B,50.00%,1.3%,1.1%,"Urgot,Twitch,Camille,Kled,Illaoi,Irelia,Gangplank",12
Master,Top,Cassiopeia,B,50.00%,0.7%,0.6%,"Irelia,Aurelionsol,Ornn,Urgot,Sion,Jayce",6
Master,Top,Kennen,B,50.00%,2.2%,0.4%,"Tryndamere,Singed,Chogath,Irelia,Malphite,Jayce,Ivern",20
Master,Top,Teemo,B,50.00%,0.9%,1.0%,"Chogath,Irelia,Zac,Camille,Drmundo,Riven,Volibear",8
Master,Top,Mordekaiser,B,50.00%,2.9%,0.5%,"Drmundo,Janna,Karma,Gragas,Volibear,Fiora,Gnar",26
Master,Top,Poppy,B,50.00%,1.8%,0.2%,"Tryndamere,Pantheon,Gnar,Viego,Riven,Renekton,Camille",16
Master,Top,Ornn,B,50.00%,2.6%,0.2%,"Jax,Irelia,Wukong,Gragas,Shen,Aatrox,Renekton",24
Master,Mid,Zoe,B,49.28%,7.6%,6.8%,"Syndra,Qiyana,Pantheon,Karthus,Malphite,Azir,Ziggs",69
Master,Top,Malphite,B,49.15%,6.5%,8.7%,"Ornn,Renekton,Rengar,Fiora,Urgot,Annie,Ryze",59
Master,Mid,Galio,B,49.15%,6.5%,7.1%,"Tryndamere,Sona,Orianna,Rumble,Pantheon,Velkoz,Ekko",59
Master,Top,Renekton,B,48.96%,10.5%,20.7%,"Jax,Singed,Xinzhao,Pyke,Nocturne,Heimerdinger,Akali",96
Master,Mid,Talon,B,48.72%,4.3%,3.6%,"Twistedfate,Leblanc,Singed,Kassadin,Rumble,Cassiopeia,Fizz",39
Master,Mid,Katarina,B,48.57%,7.7%,17.2%,"Kassadin,Pyke,Seraphine,Karma,Corki,Talon,Cassiopeia",70
Master,Mid,Pantheon,B,48.39%,3.4%,29.4%,"Anivia,Rumble,Cassiopeia,Talon,Viego,Azir,Yasuo",31
Master,Top,Pantheon,B,48.28%,3.2%,29.4%,"Gangplank,Mordekaiser,Shen,Hecarim,Gragas,Renekton,Riven",29
Master,Jungle,Lee Sin,B,48.15%,5.9%,0.4%,"Nunu,Evelynn,Udyr,Zac,Reksai,Viego,Graves",54
Master,Mid,Yasuo,B,47.92%,5.3%,5.0%,"Galio,Chogath,Katarina,Renekton,Cassiopeia,Akali,Jayce",48
Master,Jungle,Lillia,C,47.75%,12.2%,8.0%,"Riven,Jarvaniv,Pantheon,Xinzhao,Nocturne,Shaco,Reksai",111
Master,Supp,Karma,C,47.73%,9.7%,1.1%,"Soraka,Shaco,Sona,Pantheon,Nautilus,Zyra,Rakan",88
Master,Supp,Pyke,B,47.62%,4.6%,2.0%,"Karma,Blitzcrank,Lux,Nautilus,Velkoz,Senna,Rakan",42
Master,Jungle,Viego,C,47.22%,7.9%,41.7%,"Olaf,Fiddlesticks,Evelynn,Karthus,Drmundo,Jarvaniv,Gragas",72
Master,Jungle,Karthus,D,47.13%,9.6%,14.8%,"Elise,Poppy,Kindred,Taliyah,Lillia,Nidalee,Graves",87
Master,Top,Yone,B,47.06%,1.9%,22.6%,"Garen,Shen,Gnar,Aatrox,Jax,Malphite,Gragas",17
Master,Mid,Sylas,C,47.06%,7.5%,1.8%,"Zoe,Kled,Ekko,Veigar,Akali,Cassiopeia,Rell",68
Master,Jungle,Elise,C,46.94%,5.4%,8.9%,"Nunu,Leesin,Poppy,Kayn,Kindred,Lillia,Olaf",49
Master,Top,Viego,C,46.81%,5.2%,41.7%,"Twistedfate,Karma,Renekton,Wukong,Vayne,Heimerdinger,Mordekaiser",47
Master,Jungle,Jarvan IV,B,46.67%,3.3%,0.3%,"Evelynn,Udyr,Pantheon,Shyvana,Taliyah,Ekko,Reksai",30
Master,Adc,Aphelios,C,46.67%,11.5%,4.7%,"Ashe,Twitch,Caitlyn,Cassiopeia,Varus,Ziggs,Yasuo",105
Master,Top,Garen,B,46.67%,3.3%,0.4%,"Vladimir,Jax,Chogath,Karma,Renekton,Mordekaiser,Quinn",30
Master,Mid,Aurelion Sol,B,46.67%,1.6%,0.3%,"Twistedfate,Kassadin,Rumble,Pantheon,Qiyana,Yone,Leblanc",15
Master,Jungle,Ekko,D,46.25%,8.8%,6.2%,"Kayn,Kindred,Taliyah,Lillia,Fiddlesticks,Udyr,Gragas",80
Master,Top,Gnar,D,46.21%,14.5%,9.4%,"Yasuo,Riven,Qiyana,Rengar,Xinzhao,Sion,Karma",132
Master,Mid,Tristana,B,46.15%,1.4%,0.6%,"Galio,Twistedfate,Irelia,Katarina,Viktor,Kassadin,Syndra",13
Master,Jungle,Dr. Mundo,B,46.15%,2.9%,0.4%,"Olaf,Karthus,Skarner,Nidalee,Poppy,Khazix,Zac",26
Master,Jungle,Shaco,C,46.15%,5.7%,4.6%,"Olaf,Fiddlesticks,Masteryi,Karthus,Trundle,Gragas,Viego",52
Master,Top,Gragas,D,45.78%,9.1%,3.1%,"Tryndamere,Rengar,Kled,Sion,Azir,Nocturne,Garen",83
Master,Adc,Jhin,D,45.56%,18.6%,3.5%,"Twitch,Veigar,Caitlyn,Jinx,Tristana,Missfortune,Cassiopeia",169
Master,Top,Sett,B,45.45%,3.6%,1.6%,"Kayle,Ryze,Malphite,Gragas,Rengar,Hecarim,Zac",33
Master,Adc,Tristana,B,45.45%,6.0%,0.6%,"Vayne,Heimerdinger,Jinx,Xayah,Aphelios,Lucian,Samira",55
Master,Jungle,Pantheon,C,45.45%,2.4%,29.4%,"Karthus,Shaco,Graves,Kayn,Taliyah,Ekko,Skarner",22
Master,Mid,Seraphine,D,45.45%,6.0%,33.1%,"Annie,Ryze,Kassadin,Karma,Veigar,Nocturne,Garen",55
Master,Top,Cho'Gath,B,45.45%,2.4%,0.4%,"Vladimir,Irelia,Heimerdinger,Camille,Sett,Wukong,Pantheon",22
Master,Top,Vladimir,B,45.45%,2.4%,3.9%,"Jax,Malphite,Yorick,Jayce,Zac,Aatrox,Neeko",22
Master,Top,Kayle,B,45.45%,1.2%,0.3%,"Renekton,Gragas,Garen,Illaoi,Sylas,Tryndamere,Riven",11
Master,Top,Riven,D,45.12%,9.0%,4.7%,"Ornn,Tryndamere,Janna,Rengar,Singed,Chogath,Sion",82
Master,Adc,Twitch,B,44.83%,3.2%,1.6%,"Missfortune,Heimerdinger,Jinx,Samira,Xayah,Kaisa,Ezreal",29
Master,Supp,Senna,D,44.68%,5.2%,9.1%,"Karma,Blitzcrank,Rumble,Gragas,Velkoz,Taliyah,Yuumi",47
Master,Jungle,Kha'Zix,D,44.62%,7.1%,15.6%,"Evelynn,Chogath,Shaco,Nocturne,Rengar,Kindred,Vi",65
Master,Top,Kled,B,44.44%,2.0%,1.0%,"Wukong,Mordekaiser,Riven,Gnar,Viego,Sett,Camille",18
Master,Top,Quinn,B,44.44%,1.0%,0.5%,"Drmundo,Renekton,Pantheon,Riven,Gragas,Garen,Volibear",9
Master,Mid,Neeko,B,44.44%,2.0%,0.3%,"Galio,Katarina,Syndra,Seraphine,Zed,Ekko,Qiyana",18
Master,Mid,Diana,C,44.44%,3.0%,0.7%,"Twistedfate,Katarina,Talon,Ziggs,Syndra,Yasuo,Neeko",27
Master,Supp,Leona,D,44.23%,11.4%,14.0%,"Galio,Morgana,Shaco,Janna,Gragas,Pantheon,Lux",104
Master,Supp,Janna,D,43.75%,8.8%,1.3%,"Ashe,Zilean,Sona,Taric,Maokai,Lux,Lulu",80
Master,Top,Shen,D,43.40%,5.8%,2.7%,"Warwick,Tryndamere,Gangplank,Trundle,Renekton,Poppy,Garen",53
Master,Adc,Ezreal,D,43.31%,17.3%,1.2%,"Lucian,Yone,Kalista,Draven,Jinx,Vayne,Kaisa",157
Master,Top,Irelia,D,43.08%,7.1%,18.0%,"Sion,Rammus,Karma,Malphite,Nasus,Mordekaiser,Shen",65
Master,Top,Lulu,B,42.86%,0.8%,8.9%,"Malphite,Riven,Darius,Volibear,Shen,Camille",7
Master,Supp,Ashe,B,42.86%,0.8%,0.3%,"Maokai,Thresh,Alistar,Janna,Bard",7
Master,Mid,Ziggs,B,42.86%,0.8%,0.0%,"Leblanc,Kassadin,Yasuo,Diana,Zoe,Yone",7
Master,Mid,Lux,B,42.86%,0.8%,0.1%,"Twistedfate,Rumble,Zoe,Syndra,Anivia,Velkoz",7
Master,Mid,Nocturne,B,42.86%,0.8%,0.5%,"Twistedfate,Leblanc,Fizz,Zoe,Veigar,Brand,Seraphine",7
Master,Mid,Ekko,D,42.86%,5.4%,6.2%,"Twistedfate,Swain,Renekton,Viktor,Yasuo,Qiyana,Yone",49
Master,Adc,Swain,B,42.86%,0.8%,0.2%,"Missfortune,Yasuo,Senna,Vayne,Kaisa",7
Master,Mid,Zed,D,42.55%,5.2%,12.1%,"Galio,Vladimir,Tristana,Katarina,Orianna,Rumble,Talon",47
Master,Supp,Maokai,D,42.42%,3.6%,1.5%,"Galio,Alistar,Blitzcrank,Jarvaniv,Pantheon,Lulu,Seraphine",33
Master,Jungle,Ivern,D,41.94%,3.4%,3.9%,"Fiddlesticks,Twitch,Shaco,Elise,Skarner,Shyvana,Sejuani",31
Master,Jungle,Master Yi,C,41.67%,1.3%,2.4%,"Olaf,Jax,Evelynn,Udyr,Taliyah,Shaco,Rengar",12
Master,Supp,Xerath,B,41.67%,1.3%,0.1%,"Karma,Leona,Lulu,Thresh,Rakan,Sett,Yuumi",12
Master,Top,Fiora,D,41.51%,5.8%,6.2%,"Vladimir,Jax,Irelia,Gangplank,Wukong,Gragas,Yorick",53
Master,Mid,Lucian,D,41.18%,5.6%,8.3%,"Twistedfate,Vladimir,Ryze,Tristana,Anivia,Irelia,Orianna",51
Master,Supp,Bard,D,41.03%,8.6%,1.8%,"Galio,Ashe,Morgana,Blitzcrank,Gragas,Pantheon,Camille",78
Master,Adc,Draven,C,40.74%,3.0%,5.1%,"Missfortune,Karthus,Kogmaw,Jhin,Aphelios,Samira,Senna",27
Master,Top,Volibear,D,40.00%,3.8%,0.6%,"Teemo,Chogath,Gangplank,Malphite,Renekton,Gragas,Darius",35
Master,Supp,Morgana,D,40.00%,3.8%,9.4%,"Galio,Shaco,Lux,Zyra,Seraphine,Taliyah,Nami",35
Master,Supp,Neeko,B,40.00%,0.5%,0.3%,"Seraphine,Senna,Thresh,Karma,Nami",5
Master,Mid,Taliyah,B,40.00%,0.5%,13.5%,"Twistedfate,Zoe,Yasuo,Yone",5
Master,Mid,Lulu,B,40.00%,0.5%,8.9%,"Soraka,Seraphine,Lucian,Vladimir,Cassiopeia",5
Master,Jungle,Skarner,C,40.00%,2.2%,0.4%,"Olaf,Nidalee,Shyvana,Ekko,Lillia,Rengar,Nunu",20
Master,Adc,Cassiopeia,B,40.00%,1.6%,0.6%,"Missfortune,Ezreal,Kaisa,Kalista,Senna,Jhin,Jinx",15
Master,Adc,Caitlyn,B,40.00%,1.1%,0.6%,"Missfortune,Kaisa,Samira,Xayah,Tristana,Vayne,Jhin",10
Master,Top,Gangplank,D,39.47%,4.2%,2.1%,"Urgot,Warwick,Jax,Karma,Malphite,Nasus,Gragas",38
Master,Mid,Syndra,D,39.22%,5.6%,1.5%,"Galio,Vladimir,Kayle,Karma,Katarina,Heimerdinger,Gragas",51
Master,Top,Rumble,C,38.89%,2.0%,0.6%,"Sion,Drmundo,Malphite,Nocturne,Kled,Irelia,Gragas",18
Master,Mid,Xerath,C,38.46%,1.4%,0.1%,"Twistedfate,Leblanc,Karthus,Ahri,Fizz,Syndra,Sylas",13
Master,Adc,Lucian,C,38.24%,3.7%,8.3%,"Karthus,Vayne,Samira,Xayah,Kaisa,Senna,Jhin",34
Master,Jungle,Shyvana,D,38.03%,7.8%,2.8%,"Xinzhao,Nunu,Evelynn,Drmundo,Nocturne,Elise,Gragas",71
Master,Mid,Ryze,D,37.04%,3.0%,0.1%,"Twistedfate,Vladimir,Xerath,Diana,Syndra,Aurelionsol,Ekko",27
Master,Mid,Pyke,C,35.71%,1.5%,2.0%,"Galio,Leblanc,Wukong,Rumble,Viktor,Zoe,Kled",14
Master,Adc,Jinx,D,35.71%,9.2%,1.1%,"Ashe,Cassiopeia,Heimerdinger,Varus,Draven,Seraphine,Yasuo",84
Master,Top,Sion,C,35.29%,1.9%,0.1%,"Karthus,Malphite,Renekton,Cassiopeia,Pantheon,Camille,Aatrox",17
Master,Mid,Vel'Koz,D,35.29%,1.9%,0.3%,"Kassadin,Lux,Lissandra,Viego,Qiyana,Sylas,Pyke",17
Master,Top,Sylas,D,35.00%,2.2%,1.8%,"Poppy,Garen,Volibear,Fiora,Darius,Camille,Aatrox",20
Master,Jungle,Vi,D,35.00%,2.2%,0.3%,"Nidalee,Udyr,Shyvana,Rengar,Sejuani,Hecarim,Kayn",20
Master,Adc,Ashe,C,34.38%,3.5%,0.3%,"Tristana,Twitch,Vayne,Ezreal,Draven,Senna,Samira",32
Master,Adc,Ziggs,B,33.33%,0.7%,0.0%,"Missfortune,Vayne,Ezreal,Xayah,Kaisa,Aphelios",6
Master,Mid,Malphite,C,33.33%,0.7%,8.7%,"Diana,Lucian,Zed,Zoe,Yone",6
Master,Mid,Annie,D,31.58%,2.1%,0.7%,"Chogath,Orianna,Pantheon,Jayce,Zoe,Yasuo,Zed",19
Master,Top,Singed,C,30.00%,1.1%,0.2%,"Tryndamere,Gangplank,Katarina,Shen,Camille,Aatrox,Renekton",10
Master,Supp,Zilean,D,29.41%,1.9%,0.1%,"Soraka,Leona,Lulu,Zyra,Nami,Alistar,Thresh",17
Master,Top,Olaf,D,28.57%,0.8%,32.1%,"Renekton,Volibear,Darius,Mordekaiser,Camille",7
Master,Supp,Soraka,D,28.57%,1.5%,0.2%,"Sona,Janna,Swain,Leona,Nautilus,Zyra,Senna",14
Master,Supp,Shen,C,20.00%,0.5%,2.7%,"Blitzcrank,Nautilus,Seraphine,Thresh,Galio",5
Master,Supp,Braum,D,20.00%,1.1%,0.2%,"Janna,Xerath,Nautilus,Lulu,Seraphine,Thresh,Bard",10
Master,Jungle,Volibear,C,20.00%,0.5%,0.6%,"Jarvaniv,Graves,Lillia,Hecarim",5
Master,Jungle,Trundle,B,20.00%,0.5%,0.0%,"Olaf,Karthus,Drmundo,Shaco",5
Master,Mid,Ivern,D,16.67%,0.7%,3.9%,"Twistedfate,Cassiopeia,Ezreal,Aurelionsol,Qiyana,Ryze",6
Master,Top,Akali,D,12.50%,0.9%,8.0%,"Shaco,Gragas,Garen,Fiora,Darius,Gnar,Aatrox",8
Master,Mid,Camille,D,12.50%,0.9%,30.4%,"Vladimir,Kassadin,Katarina,Syndra,Viego,Zed,Yone",8
Master,Adc,Taliyah,C,0.00%,0.5%,13.5%,"Missfortune,Twitch,Vayne,Senna",5
Grandmaster,Mid,Gragas,S,81.82%,1.1%,2.5%,"Katarina,Neeko,Ryze,Jax,Syndra,Jhin,Zed",11
Grandmaster,Top,Illaoi,A,80.00%,0.5%,0.3%,"Camille,Jax,Gangplank,Gragas,Riven",5
Grandmaster,Top,Ivern,A,80.00%,0.5%,4.9%,"Renekton,Vladimir,Kennen,Sett",5
Grandmaster,Supp,Xerath,A,80.00%,0.5%,0.1%,"Morgana,Leona,Nautilus,Rell",5
Grandmaster,Mid,Garen,A,80.00%,0.5%,0.6%,"Syndra,Twistedfate,Akali,Zoe,Lucian",5
Grandmaster,Adc,Sivir,A,80.00%,1.0%,0.2%,"Ezreal,Kaisa,Heimerdinger,Garen,Lux,Jhin,Jinx",10
Grandmaster,Mid,Vayne,A,75.00%,0.8%,5.2%,"Galio,Orianna,Anivia,Kassadin,Katarina,Viego",8
Grandmaster,Mid,Neeko,S,75.00%,1.6%,0.1%,"Anivia,Azir,Sett,Zoe,Annie,Galio,Twistedfate",16
Grandmaster,Jungle,Master Yi,A,75.00%,0.8%,0.9%,"Taliyah,Lillia,Xinzhao,Leesin,Nidalee,Udyr,Khazix",8
Grandmaster,Jungle,Rek'Sai,S,73.33%,3.1%,2.4%,"Gragas,Sejuani,Graves,Jarvaniv,Pantheon,Khazix,Evelynn",30
Grandmaster,Supp,Braum,A,72.73%,1.1%,0.2%,"Alistar,Thresh,Karma,Gragas,Leona,Nautilus,Seraphine",11
Grandmaster,Mid,Xerath,A,72.73%,1.1%,0.1%,"Twistedfate,Yasuo,Yone,Galio,Vladimir,Orianna,Viktor",11
Grandmaster,Adc,Varus,A,71.43%,1.4%,0.0%,"Seraphine,Senna,Ezreal,Pantheon,Kaisa,Jinx,Samira",14
Grandmaster,Jungle,Rammus,A,70.00%,1.0%,1.9%,"Nunu,Ekko,Karthus,Xinzhao,Shaco,Hecarim,Kayn",10
Grandmaster,Supp,Lux,A,68.75%,1.6%,0.1%,"Janna,Senna,Pyke,Leona,Bard,Alistar,Lulu",16
Grandmaster,Jungle,Zac,A,68.75%,1.6%,0.3%,"Olaf,Xinzhao,Rengar,Khazix,Lillia,Drmundo,Udyr",16
Grandmaster,Top,Cho'Gath,S,68.42%,1.9%,0.5%,"Riven,Darius,Ornn,Sylas,Gnar,Kayle,Gangplank",19
Grandmaster,Top,Neeko,A,66.67%,0.6%,0.1%,"Gangplank,Pantheon,Gragas,Shen,Jayce,Yone",6
Grandmaster,Top,Wukong,S,66.67%,3.4%,1.7%,"Chogath,Pantheon,Volibear,Yone,Renekton,Shen,Camille",33
Grandmaster,Mid,Zac,A,66.67%,0.6%,0.3%,"Lucian,Rumble,Pantheon,Yasuo,Qiyana",6
Grandmaster,Adc,Kindred,A,66.67%,0.6%,2.3%,"Ezreal,Samira,Senna,Xayah,Aphelios",6
Grandmaster,Top,Vladimir,S,65.22%,2.4%,3.9%,"Gangplank,Renekton,Pantheon,Volibear,Ivern,Riven,Camille",23
Grandmaster,Mid,Cassiopeia,S,65.00%,2.1%,0.4%,"Leblanc,Kassadin,Diana,Yone,Orianna,Sylas,Galio",20
Grandmaster,Top,Poppy,A,64.71%,1.7%,0.5%,"Sion,Renekton,Aatrox,Sett,Riven,Gnar,Olaf",17
Grandmaster,Adc,Seraphine,S,64.52%,3.2%,37.5%,"Missfortune,Ezreal,Samira,Kalista,Jinx,Senna,Jhin",31
Grandmaster,Mid,Rumble,S,64.29%,2.9%,0.5%,"Kassadin,Cassiopeia,Lux,Fizz,Viktor,Seraphine,Zac",28
Grandmaster,Top,Vayne,A,63.64%,1.1%,5.2%,"Gragas,Pantheon,Yorick,Camille,Garen,Darius,Jayce",11
Grandmaster,Top,Sylas,S,62.96%,2.8%,1.8%,"Vladimir,Gragas,Fiora,Malphite,Camille,Darius,Sion",27
Grandmaster,Top,Heimerdinger,A,62.50%,0.8%,0.6%,"Gragas,Jayce,Gnar,Singed,Camille,Viego",8
Grandmaster,Supp,Maokai,A,62.50%,2.5%,1.5%,"Blitzcrank,Leona,Seraphine,Karma,Nautilus,Rell,Sett",24
Grandmaster,Adc,Tristana,S,62.00%,5.1%,0.2%,"Vayne,Jhin,Draven,Kaisa,Samira,Aphelios,Ezreal",50
Grandmaster,Top,Quinn,A,60.87%,2.4%,0.7%,"Tristana,Cassiopeia,Riven,Jayce,Viego,Sett,Jax",23
Grandmaster,Top,Pantheon,S+,60.53%,3.9%,30.2%,"Urgot,Malphite,Yorick,Shen,Rengar,Ornn,Riven",38
Grandmaster,Top,Tristana,A,60.00%,0.5%,0.2%,"Gnar,Irelia,Quinn",5
Grandmaster,Mid,Riven,A,60.00%,0.5%,6.5%,"Rumble,Diana,Ryze,Syndra,Zed",5
Grandmaster,Mid,Zilean,A,60.00%,0.5%,0.1%,"Anivia,Neeko,Viktor,Viego,Sett",5
Grandmaster,Mid,Lulu,A,60.00%,0.5%,6.1%,"Fizz,Ekko,Orianna,Syndra,Zoe",5
Grandmaster,Top,Aatrox,S+,59.76%,8.4%,3.3%,"Jax,Chogath,Sion,Vayne,Drmundo,Sett,Teemo",82
Grandmaster,Jungle,Elise,S,58.90%,7.5%,5.3%,"Drmundo,Kindred,Ekko,Taliyah,Lillia,Olaf,Viego",73
Grandmaster,Mid,Galio,S+,58.90%,7.5%,8.3%,"Yasuo,Renekton,Azir,Xerath,Corki,Talon,Cassiopeia",73
Grandmaster,Top,Lulu,A,58.82%,1.7%,6.1%,"Rumble,Mordekaiser,Lucian,Aatrox,Gragas,Teemo,Jax",17
Grandmaster,Mid,Qiyana,S,58.70%,4.7%,2.3%,"Leblanc,Tristana,Malphite,Rumble,Pantheon,Akali,Malzahar",46
Grandmaster,Jungle,Jarvan IV,A,58.62%,3.0%,0.1%,"Evelynn,Kayn,Ivern,Lillia,Nidalee,Karthus,Elise",29
Grandmaster,Mid,Lux,A,58.33%,1.2%,0.1%,"Kassadin,Fizz,Jayce,Azir,Twistedfate,Vladimir,Orianna",12
Grandmaster,Top,Rumble,A,57.89%,1.9%,0.5%,"Urgot,Kennen,Riven,Shen,Fiora,Irelia,Renekton",19
Grandmaster,Jungle,Pantheon,A,57.89%,1.9%,30.2%,"Karthus,Kayn,Ivern,Lillia,Elise,Nidalee,Reksai",19
Grandmaster,Supp,Rell,S+,57.38%,18.8%,15.5%,"Xerath,Braum,Yuumi,Rakan,Maokai,Seraphine,Thresh",183
Grandmaster,Mid,LeBlanc,S,57.14%,2.2%,3.1%,"Twistedfate,Irelia,Renekton,Akali,Seraphine,Viego,Sylas",21
Grandmaster,Mid,Tristana,A,57.14%,1.4%,0.2%,"Leblanc,Renekton,Orianna,Pantheon,Viego,Yone,Twistedfate",14
Grandmaster,Mid,Vel'Koz,A,57.14%,0.7%,0.1%,"Galio,Orianna,Syndra,Twistedfate,Talon,Fizz,Viego",7
Grandmaster,Supp,Yuumi,S,56.82%,4.5%,3.2%,"Lux,Nautilus,Rakan,Thresh,Seraphine,Pyke,Alistar",44
Grandmaster,Mid,Anivia,S+,56.72%,6.9%,11.3%,"Galio,Vladimir,Tristana,Kassadin,Irelia,Vayne,Rumble",67
Grandmaster,Mid,Seraphine,S+,56.60%,5.4%,37.5%,"Ryze,Pantheon,Akali,Malzahar,Fizz,Yasuo,Sylas",53
Grandmaster,Jungle,Skarner,A,56.25%,1.6%,0.3%,"Evelynn,Nidalee,Ekko,Reksai,Graves,Taliyah,Viego",16
Grandmaster,Jungle,Ekko,S,56.06%,6.8%,5.0%,"Fiddlesticks,Jarvaniv,Pantheon,Khazix,Olaf,Nidalee,Karthus",66
Grandmaster,Jungle,Karthus,S+,56.00%,7.7%,16.5%,"Xinzhao,Evelynn,Skarner,Reksai,Ivern,Udyr,Rengar",75
Grandmaster,Top,Renekton,S+,55.56%,12.0%,19.8%,"Rengar,Lulu,Chogath,Kled,Drmundo,Teemo,Sylas",117
Grandmaster,Top,Nasus,A,55.56%,0.9%,0.2%,"Renekton,Gnar,Aatrox,Rengar,Gangplank,Volibear,Camille",9
Grandmaster,Supp,Bard,S,55.43%,9.4%,2.8%,"Shaco,Maokai,Brand,Pantheon,Nautilus,Senna,Rakan",92
Grandmaster,Adc,Jhin,S,55.28%,16.5%,2.8%,"Sivir,Karthus,Swain,Malzahar,Seraphine,Senna,Samira",161
Grandmaster,Jungle,Taliyah,S+,55.26%,11.7%,18.9%,"Nunu,Shaco,Nocturne,Gragas,Kayn,Reksai,Karthus",114
Grandmaster,Mid,Pantheon,S,54.76%,4.3%,30.2%,"Vladimir,Cassiopeia,Zoe,Zac,Yasuo,Camille,Lucian",42
Grandmaster,Jungle,Kayn,S,54.65%,8.8%,10.7%,"Olaf,Rammus,Nocturne,Elise,Shen,Khazix,Ivern",86
Grandmaster,Supp,Seraphine,S+,54.59%,19.0%,37.5%,"Ashe,Pyke,Braum,Galio,Shaco,Sona,Lux",185
Grandmaster,Jungle,Nocturne,B,54.55%,1.1%,0.4%,"Karthus,Udyr,Shyvana,Graves,Lillia,Hecarim,Kayn",11
Grandmaster,Top,Tryndamere,A,54.55%,1.1%,2.4%,"Urgot,Irelia,Renekton,Pantheon,Gnar,Gangplank,Riven",11
