divison,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Iron,Jungle,Karthus,A,68.18%,1.0%,0.3%,"Malphite,Warwick,Hecarim,Rammus,Vi,Udyr,Leesin",66
Iron,Jungle,Poppy,A,65.22%,0.7%,0.4%,"Sion,Rengar,Kayn,Kindred,Ivern,Amumu,Olaf",46
Iron,Supp,Shen,A,65.00%,0.6%,0.8%,"Swain,Blitzcrank,Maokai,Kayn,Zoe,Seraphine,Rakan",40
Iron,Top,Warwick,A,61.82%,0.8%,10.2%,"Jax,Malphite,Gangplank,Aatrox,Vayne,Drmundo,Teemo",55
Iron,Mid,Sett,A,59.62%,0.8%,10.8%,"Irelia,Nocturne,Heimerdinger,Pantheon,Lucian,Sylas,Pyke",52
Iron,Mid,Renekton,A,59.46%,0.6%,6.3%,"Ryze,Irelia,Talon,Ahri,Fizz,Diana,Velkoz",37
Iron,Supp,Teemo,S,59.26%,0.8%,27.1%,"Blitzcrank,Maokai,Nautilus,Morgana,Zyra,Lux,Seraphine",54
Iron,Supp,Taric,A,59.15%,1.1%,0.1%,"Maokai,Pantheon,Mordekaiser,Nautilus,Lulu,Velkoz,Jhin",71
Iron,Mid,Neeko,S,57.89%,4.6%,2.9%,"Velkoz,Anivia,Morgana,Katarina,Veigar,Galio,Zoe",304
Iron,Mid,Tristana,A,57.58%,1.0%,12.0%,"Viego,Qiyana,Pantheon,Malzahar,Kled,Galio,Shaco",66
Iron,Top,Vladimir,A,57.14%,0.5%,1.3%,"Jax,Wukong,Vayne,Yorick,Kennen,Garen,Riven",35
Iron,Adc,Yasuo,S,56.76%,1.7%,34.6%,"Sivir,Blitzcrank,Heimerdinger,Lux,Taliyah,Senna,Jinx",111
Iron,Supp,Shaco,S,56.56%,1.8%,12.0%,"Alistar,Tahmkench,Malphite,Xerath,Taric,Teemo,Swain",122
Iron,Top,Sion,A,56.52%,1.4%,0.4%,"Riven,Jax,Warwick,Kayle,Corki,Akali,Zed",92
Iron,Top,Tahm Kench,A,56.06%,1.0%,0.5%,"Viego,Karthus,Malzahar,Chogath,Sion,Galio,Aatrox",66
Iron,Mid,Teemo,A,55.77%,0.8%,27.1%,"Galio,Karthus,Janna,Pantheon,Ekko,Vi,Lux",52
Iron,Top,Wukong,S,55.66%,3.3%,1.3%,"Warwick,Heimerdinger,Poppy,Chogath,Sett,Sylas,Camille",221
Iron,Supp,Xerath,S,55.47%,2.1%,2.7%,"Viego,Tahmkench,Malzahar,Lulu,Ashe,Caitlyn,Karma",137
Iron,Top,Illaoi,S+,55.44%,6.0%,22.0%,"Xinzhao,Heimerdinger,Poppy,Shen,Riven,Gnar,Tahmkench",395
Iron,Supp,Brand,S+,55.34%,9.9%,19.5%,"Maokai,Lulu,Alistar,Rell,Karma,Zyra,Sona",656
Iron,Mid,Anivia,S,55.29%,2.6%,3.8%,"Twistedfate,Zoe,Twitch,Chogath,Tristana,Malphite,Pyke",170
Iron,Top,Tryndamere,S+,55.12%,7.4%,7.3%,"Kennen,Ornn,Viego,Fiora,Warwick,Ryze,Gragas",488
Iron,Mid,Galio,S,55.12%,3.8%,1.9%,"Pantheon,Cassiopeia,Annie,Ezreal,Ahri,Akali,Morgana",254
Iron,Mid,Malzahar,S,55.09%,2.5%,2.6%,"Zoe,Tryndamere,Pyke,Xerath,Seraphine,Heimerdinger,Mordekaiser",167
Iron,Mid,Swain,A,55.00%,0.9%,9.2%,"Galio,Twistedfate,Zilean,Anivia,Irelia,Lux,Graves",60
Iron,Supp,Sett,A,54.95%,1.7%,10.8%,"Missfortune,Veigar,Swain,Zoe,Neeko,Pantheon,Malphite",111
Iron,Top,Poppy,A,54.84%,1.4%,0.4%,"Xinzhao,Heimerdinger,Galio,Shaco,Ryze,Sylas,Malphite",93
Iron,Supp,Swain,S+,54.73%,5.3%,9.2%,"Veigar,Galio,Neeko,Lulu,Blitzcrank,Brand,Thresh",349
Iron,Supp,Neeko,A,54.44%,2.6%,2.9%,"Tahmkench,Xerath,Braum,Veigar,Annie,Rakan,Taric",169
Iron,Top,Nasus,S+,54.43%,8.5%,9.1%,"Illaoi,Quinn,Garen,Malphite,Camille,Wukong,Fiora",564
Iron,Supp,Malphite,S,54.41%,4.1%,6.8%,"Xerath,Karma,Zilean,Brand,Lulu,Velkoz,Nautilus",272
Iron,Mid,Vel'Koz,A,54.40%,1.9%,1.3%,"Orianna,Xinzhao,Xerath,Illaoi,Teemo,Wukong,Fizz",125
Iron,Supp,Rell,S,54.39%,2.6%,1.7%,"Janna,Kled,Galio,Sona,Rakan,Taric,Zyra",171
Iron,Jungle,Master Yi,S+,54.37%,19.7%,46.9%,"Karthus,Volibear,Drmundo,Vi,Hecarim,Olaf,Warwick","1,304"
Iron,Jungle,Rammus,S,54.25%,3.2%,5.9%,"Udyr,Olaf,Leesin,Volibear,Fiddlesticks,Ekko,Amumu",212
Iron,Top,Ornn,A,54.22%,2.5%,1.0%,"Viego,Tahmkench,Malzahar,Pyke,Warwick,Kayle,Yone",166
Iron,Mid,Mordekaiser,A,54.17%,0.7%,10.9%,"Annie,Anivia,Malphite,Gragas,Talon,Ahri,Yasuo",48
Iron,Top,Yorick,A,54.14%,2.4%,0.9%,"Viego,Fiora,Xinzhao,Sion,Neeko,Nautilus,Sylas",157
Iron,Mid,Diana,S+,54.08%,7.0%,7.3%,"Malzahar,Ryze,Twistedfate,Sett,Brand,Lucian,Heimerdinger",466
Iron,Supp,Braum,A,54.03%,1.9%,0.6%,"Ornn,Alistar,Orianna,Seraphine,Fiddlesticks,Galio,Shaco",124
Iron,Mid,Xerath,A,54.03%,1.9%,2.7%,"Ornn,Zoe,Qiyana,Pantheon,Jax,Ahri,Caitlyn",124
Iron,Mid,Cassiopeia,A,54.00%,2.3%,1.2%,"Twistedfate,Renekton,Ekko,Akali,Vayne,Illaoi,Velkoz",150
Iron,Jungle,Zac,A,53.92%,1.5%,0.4%,"Karthus,Maokai,Nocturne,Garen,Elise,Rammus,Urgot",102
Iron,Mid,Morgana,A,53.91%,1.7%,29.3%,"Twistedfate,Kassadin,Syndra,Shyvana,Diana,Ashe,Malphite",115
Iron,Top,Xin Zhao,A,53.85%,0.8%,1.0%,"Olaf,Tryndamere,Volibear,Rengar,Gnar,Lucian,Yone",52
Iron,Mid,Yasuo,S+,53.78%,18.8%,34.6%,"Xerath,Anivia,Renekton,Fizz,Ahri,Katarina,Azir","1,242"
Iron,Supp,Maokai,A,53.67%,2.7%,1.3%,"Tahmkench,Jarvaniv,Malzahar,Malphite,Heimerdinger,Braum,Shaco",177
Iron,Top,Shaco,A,53.66%,0.6%,12.0%,"Xinzhao,Kayle,Tryndamere,Trundle,Renekton,Wukong,Cassiopeia",41
Iron,Jungle,Volibear,A,53.62%,4.6%,3.2%,"Tryndamere,Udyr,Viego,Evelynn,Drmundo,Shaco,Nunu",304
Iron,Mid,Veigar,S,53.60%,8.0%,4.4%,"Galio,Cassiopeia,Ahri,Velkoz,Viego,Kassadin,Viktor",528
Iron,Jungle,Dr. Mundo,A,53.46%,3.3%,2.3%,"Diana,Rammus,Graves,Jax,Xinzhao,Ekko,Evelynn",217
Iron,Top,Malphite,S,53.44%,6.4%,6.8%,"Yorick,Illaoi,Akali,Gnar,Vayne,Camille,Mordekaiser",421
Iron,Jungle,Olaf,S,53.43%,7.0%,11.4%,"Nidalee,Gragas,Elise,Shaco,Nunu,Volibear,Graves",466
Iron,Mid,Pyke,A,53.33%,1.4%,28.5%,"Qiyana,Kayle,Cassiopeia,Neeko,Morgana,Sivir,Irelia",90
Iron,Top,Sett,S+,53.25%,11.4%,10.8%,"Ryze,Yorick,Kled,Nasus,Ornn,Fiora,Urgot",755
Iron,Mid,Ekko,S,53.09%,4.9%,6.9%,"Azir,Leblanc,Kassadin,Malzahar,Twistedfate,Viktor,Tristana",324
Iron,Jungle,Wukong,A,53.09%,1.2%,1.3%,"Twistedfate,Xinzhao,Fiddlesticks,Nunu,Rammus,Shaco,Drmundo",81
Iron,Jungle,Nocturne,S,53.07%,6.4%,4.5%,"Nidalee,Shyvana,Wukong,Shaco,Volibear,Graves,Jarvaniv",424
Iron,Top,Garen,S+,52.92%,14.7%,9.4%,"Singed,Malphite,Fiora,Shen,Warwick,Gangplank,Quinn",977
Iron,Supp,Janna,A,52.78%,1.6%,0.1%,"Galio,Zilean,Shaco,Veigar,Lulu,Zoe,Nami",108
Iron,Supp,Galio,A,52.68%,1.7%,1.9%,"Pantheon,Orianna,Maokai,Veigar,Zyra,Shen,Nautilus",112
Iron,Jungle,Graves,A,52.63%,3.2%,3.9%,"Malphite,Rammus,Shaco,Vi,Lillia,Viego,Masteryi",209
Iron,Jungle,Udyr,A,52.60%,5.5%,2.8%,"Graves,Ivern,Hecarim,Fiddlesticks,Gragas,Shen,Rengar",365
Iron,Top,Viego,S,52.55%,3.0%,21.4%,"Yasuo,Shyvana,Warwick,Gangplank,Kennen,Vayne,Wukong",196
Iron,Top,Urgot,S,52.47%,5.8%,6.8%,"Tristana,Yone,Brand,Wukong,Ornn,Akali,Xinzhao",385
Iron,Mid,Yone,S+,52.36%,12.1%,20.1%,"Annie,Pyke,Anivia,Neeko,Galio,Talon,Cassiopeia",804
Iron,Adc,Ashe,S+,52.32%,16.6%,7.0%,"Kalista,Yasuo,Twitch,Vayne,Draven,Missfortune,Caitlyn","1,097"
Iron,Mid,Fizz,S+,52.31%,7.5%,16.6%,"Tristana,Viego,Pantheon,Twistedfate,Irelia,Kassadin,Heimerdinger",497
Iron,Supp,Blitzcrank,S+,52.29%,9.9%,27.5%,"Rell,Rakan,Sett,Velkoz,Maokai,Zilean,Brand",654
Iron,Jungle,Warwick,S+,52.22%,14.6%,10.2%,"Gragas,Evelynn,Elise,Zac,Wukong,Fiddlesticks,Nidalee",969
Iron,Adc,Miss Fortune,S+,52.17%,32.3%,14.5%,"Yasuo,Jinx,Tristana,Samira,Varus,Caitlyn,Kaisa","2,139"
Iron,Mid,Lux,S,52.13%,7.4%,22.1%,"Xerath,Malzahar,Seraphine,Kassadin,Anivia,Velkoz,Pantheon",493
Iron,Mid,Heimerdinger,A,52.12%,2.5%,6.3%,"Soraka,Qiyana,Tristana,Veigar,Jayce,Cassiopeia,Morgana",165
Iron,Adc,Vayne,S+,52.06%,9.5%,12.3%,"Senna,Yasuo,Varus,Xayah,Tristana,Aphelios,Draven",630
Iron,Adc,Kalista,A,51.96%,1.5%,0.8%,"Sivir,Morgana,Twitch,Draven,Samira,Kaisa,Jinx",102
Iron,Top,Quinn,A,51.85%,2.4%,2.2%,"Tahmkench,Yasuo,Pantheon,Rengar,Tristana,Xinzhao,Sion",162
Iron,Supp,Seraphine,S+,51.81%,10.0%,10.6%,"Ashe,Malphite,Rell,Neeko,Blitzcrank,Janna,Pantheon",662
Iron,Adc,Varus,A,51.79%,4.2%,0.7%,"Draven,Caitlyn,Samira,Tristana,Ashe,Kaisa,Missfortune",280
Iron,Supp,Nautilus,S,51.52%,7.4%,6.8%,"Soraka,Janna,Bard,Sona,Thresh,Brand,Senna",493
Iron,Top,Singed,B,51.47%,1.0%,0.2%,"Tryndamere,Yorick,Yasuo,Aatrox,Ornn,Jax,Malphite",68
Iron,Jungle,Gragas,B,51.39%,1.1%,0.2%,"Fiddlesticks,Masteryi,Nunu,Amumu,Drmundo,Malphite,Nocturne",72
Iron,Top,Teemo,S+,51.32%,10.9%,27.1%,"Heimerdinger,Viego,Ornn,Kled,Quinn,Yasuo,Nasus",721
Iron,Jungle,Rek'Sai,B,51.28%,0.6%,0.2%,"Olaf,Nunu,Rammus,Rumble,Udyr,Gragas,Mordekaiser",39
Iron,Mid,Aurelion Sol,B,51.28%,0.6%,0.3%,"Anivia,Veigar,Leesin,Heimerdinger,Malzahar,Fizz,Velkoz",39
Iron,Supp,Leona,S+,51.24%,9.1%,16.5%,"Shaco,Bard,Senna,Thresh,Soraka,Pantheon,Taric",605
Iron,Jungle,Hecarim,S,51.15%,7.2%,9.6%,"Zac,Teemo,Trundle,Rammus,Amumu,Pantheon,Olaf",479
Iron,Adc,Kai'Sa,S+,51.14%,19.2%,15.1%,"Aphelios,Yasuo,Vayne,Tristana,Lucian,Sivir,Ashe","1,271"
Iron,Top,Cho'Gath,A,51.08%,4.9%,3.7%,"Yasuo,Shyvana,Volibear,Sett,Ornn,Singed,Xinzhao",323
Iron,Jungle,Taliyah,B,51.02%,0.7%,0.2%,"Tryndamere,Karthus,Chogath,Drmundo,Nocturne,Volibear,Viego",49
Iron,Adc,Tristana,S+,51.01%,16.4%,12.0%,"Aphelios,Ashe,Senna,Caitlyn,Samira,Sivir,Jinx","1,084"
Iron,Mid,Twisted Fate,A,51.01%,2.2%,0.1%,"Lissandra,Riven,Missfortune,Nocturne,Quinn,Corki,Mordekaiser",149
Iron,Adc,Twitch,A,50.94%,4.0%,3.1%,"Sivir,Yasuo,Varus,Draven,Ezreal,Caitlyn,Missfortune",267
Iron,Adc,Senna,A,50.82%,4.6%,5.5%,"Twistedfate,Ezreal,Kogmaw,Xayah,Jhin,Varus,Missfortune",305
Iron,Mid,Brand,A,50.74%,2.1%,19.5%,"Zoe,Lissandra,Viktor,Syndra,Orianna,Ziggs,Fiddlesticks",136
Iron,Supp,Alistar,A,50.65%,2.3%,0.8%,"Ahri,Xerath,Seraphine,Rammus,Mordekaiser,Galio,Nami",154
Iron,Mid,Ahri,A,50.61%,7.5%,4.2%,"Tristana,Brand,Ryze,Swain,Viego,Velkoz,Ekko",494
Iron,Jungle,Viego,S,50.55%,11.0%,21.4%,"Wukong,Nasus,Rammus,Nidalee,Fiddlesticks,Zac,Nocturne",730
Iron,Jungle,Fiddlesticks,B,50.53%,2.8%,0.7%,"Tryndamere,Karthus,Darius,Trundle,Masteryi,Ekko,Amumu",188
Iron,Mid,Pantheon,A,50.52%,4.3%,11.8%,"Malzahar,Malphite,Ziggs,Morgana,Velkoz,Ekko,Irelia",287
Iron,Supp,Sona,B,50.50%,3.0%,0.2%,"Karma,Braum,Galio,Blitzcrank,Malphite,Leona,Neeko",200
Iron,Jungle,Kayn,S,50.41%,16.7%,15.9%,"Karthus,Jarvaniv,Trundle,Fiddlesticks,Amumu,Viego,Olaf","1,109"
Iron,Supp,Rakan,B,50.35%,2.2%,0.3%,"Pantheon,Lulu,Malphite,Xerath,Sona,Taric,Jhin",143
Iron,Supp,Senna,A,50.31%,9.9%,5.5%,"Xerath,Shaco,Braum,Blitzcrank,Janna,Thresh,Velkoz",654
Iron,Adc,Jinx,A,50.23%,9.8%,3.1%,"Vayne,Varus,Senna,Twitch,Kaisa,Ashe,Lucian",647
Iron,Jungle,Jax,A,50.11%,6.6%,9.2%,"Gragas,Ekko,Chogath,Kindred,Ivern,Zac,Kayn",435
Iron,Jungle,Garen,B,50.00%,0.5%,9.4%,"Xinzhao,Masteryi,Jax,Amumu,Rammus,Udyr,Gragas",36
Iron,Jungle,Elise,B,50.00%,1.5%,1.4%,"Shyvana,Pantheon,Karthus,Rengar,Chogath,Malphite,Hecarim",100
Iron,Jungle,Nidalee,B,50.00%,1.7%,0.5%,"Tahmkench,Tryndamere,Udyr,Maokai,Khazix,Kayle,Quinn",114
Iron,Jungle,Cho'Gath,B,50.00%,0.6%,3.7%,"Rammus,Sejuani,Kindred,Viego,Reksai,Shaco,Warwick",40
Iron,Mid,Nocturne,B,50.00%,0.5%,4.5%,"Leblanc,Swain,Katarina,Pantheon,Akali,Aurelionsol,Sylas",36
Iron,Mid,Azir,B,50.00%,1.0%,0.3%,"Anivia,Heimerdinger,Pantheon,Malzahar,Fizz,Zoe,Velkoz",66
Iron,Supp,Vel'Koz,B,50.00%,2.6%,1.3%,"Alistar,Ashe,Xerath,Neeko,Sett,Ezreal,Zilean",170
Iron,Top,Gnar,A,50.00%,3.3%,2.1%,"Fiora,Chogath,Yone,Akali,Jayce,Drmundo,Garen",216
Iron,Jungle,Amumu,B,49.83%,4.5%,2.4%,"Karthus,Nocturne,Nidalee,Drmundo,Shyvana,Evelynn,Elise",295
Iron,Top,Yone,B,49.73%,2.8%,20.1%,"Diana,Singed,Fiora,Maokai,Warwick,Reksai,Kennen",185
Iron,Jungle,Shaco,A,49.71%,5.3%,12.0%,"Reksai,Nidalee,Udyr,Jax,Evelynn,Shyvana,Vi",348
Iron,Adc,Samira,S,49.62%,7.9%,27.2%,"Sivir,Aphelios,Yasuo,Kaisa,Senna,Ashe,Vayne",522
Iron,Top,Shen,B,49.51%,3.1%,0.8%,"Tahmkench,Malphite,Yone,Gragas,Quinn,Irelia,Pantheon",206
Iron,Supp,Lux,B,49.49%,25.4%,22.1%,"Malphite,Sett,Alistar,Velkoz,Soraka,Braum,Rell","1,681"
Iron,Top,Volibear,B,49.47%,4.3%,3.2%,"Olaf,Gnar,Kennen,Poppy,Wukong,Darius,Tryndamere",285
Iron,Mid,Viego,B,49.46%,2.8%,21.4%,"Viktor,Tryndamere,Jax,Azir,Nocturne,Garen,Quinn",184
Iron,Adc,Caitlyn,B,49.27%,13.4%,12.1%,"Senna,Aphelios,Lucian,Kalista,Sivir,Jinx,Ezreal",885
Iron,Adc,Jhin,B,49.19%,17.6%,21.8%,"Yasuo,Twitch,Xayah,Varus,Missfortune,Kalista,Jinx","1,169"
Iron,Jungle,Tryndamere,B,49.15%,0.9%,7.3%,"Jax,Amumu,Trundle,Malphite,Leesin,Gragas,Pantheon",59
Iron,Supp,Morgana,B,49.12%,18.8%,29.3%,"Sona,Karma,Xerath,Maokai,Shaco,Veigar,Nami","1,246"
Iron,Jungle,Ekko,B,49.04%,4.7%,6.9%,"Karthus,Skarner,Elise,Sejuani,Nidalee,Poppy,Wukong",312
Iron,Jungle,Sett,B,49.02%,0.8%,10.8%,"Warwick,Tryndamere,Karthus,Amumu,Drmundo,Nocturne,Nidalee",51
Iron,Mid,Kassadin,B,48.91%,2.1%,1.4%,"Twistedfate,Shyvana,Pantheon,Ziggs,Cassiopeia,Annie,Ryze",137
Iron,Mid,Annie,B,48.90%,3.4%,1.8%,"Pyke,Ekko,Xerath,Veigar,Zoe,Azir,Sylas",227
Iron,Jungle,Xin Zhao,B,48.80%,5.0%,1.0%,"Kindred,Reksai,Zac,Amumu,Udyr,Nunu,Khazix",332
Iron,Adc,Xayah,B,48.77%,3.7%,0.7%,"Kalista,Varus,Jinx,Twitch,Kaisa,Ashe,Missfortune",244
Iron,Top,Heimerdinger,B,48.65%,1.7%,6.3%,"Tryndamere,Kled,Pyke,Caitlyn,Maokai,Kayle,Yone",111
Iron,Top,Darius,B,48.62%,8.8%,31.4%,"Shaco,Pantheon,Fiora,Akali,Heimerdinger,Olaf,Quinn",580
Iron,Top,Fiora,B,48.54%,3.1%,3.1%,"Yasuo,Shaco,Illaoi,Volibear,Wukong,Viego,Jax",206
Iron,Jungle,Shyvana,B,48.54%,3.6%,0.8%,"Fiddlesticks,Drmundo,Leesin,Rengar,Volibear,Hecarim,Udyr",239
Iron,Top,Olaf,B,48.53%,1.0%,11.4%,"Viego,Ornn,Riven,Chogath,Kled,Malphite,Quinn",68
Iron,Adc,Aphelios,B,48.47%,3.5%,2.3%,"Yasuo,Varus,Lucian,Kalista,Ashe,Jhin,Xayah",229
Iron,Mid,Qiyana,B,48.44%,1.0%,0.2%,"Kassadin,Pantheon,Karthus,Yone,Veigar,Mordekaiser,Cassiopeia",64
Iron,Jungle,Pantheon,B,48.26%,3.5%,11.8%,"Karthus,Rammus,Graves,Drmundo,Lillia,Nocturne,Udyr",230
Iron,Mid,Katarina,C,48.22%,8.0%,11.0%,"Xerath,Ziggs,Viktor,Viego,Malzahar,Diana,Seraphine",533
Iron,Mid,Ezreal,B,48.15%,0.8%,3.4%,"Annie,Twistedfate,Masteryi,Irelia,Orianna,Pantheon,Talon",54
Iron,Supp,Miss Fortune,B,47.83%,0.7%,14.5%,"Alistar,Teemo,Malphite,Maokai,Nautilus,Ziggs,Thresh",46
Iron,Supp,Pyke,D,47.81%,10.0%,28.5%,"Neeko,Bard,Nautilus,Xerath,Maokai,Malphite,Leona",661
Iron,Jungle,Evelynn,B,47.80%,5.1%,3.8%,"Rengar,Fiddlesticks,Xinzhao,Viego,Olaf,Rammus,Gragas",341
Iron,Top,Pantheon,C,47.71%,3.3%,11.8%,"Yasuo,Sylas,Yorick,Irelia,Fiora,Urgot,Tryndamere",218
Iron,Mid,Viktor,B,47.56%,1.2%,0.5%,"Syndra,Malzahar,Diana,Orianna,Xerath,Annie,Neeko",82
Iron,Mid,Seraphine,B,47.54%,0.9%,10.6%,"Ryze,Tristana,Morgana,Karthus,Pantheon,Talon,Diana",61
Iron,Top,Mordekaiser,D,47.40%,11.1%,10.9%,"Vladimir,Singed,Tryndamere,Yone,Ornn,Fiora,Jax",732
Iron,Top,Yasuo,C,47.32%,3.4%,34.6%,"Tahmkench,Sylas,Masteryi,Aatrox,Riven,Darius,Drmundo",224
Iron,Top,Kled,B,47.30%,1.1%,0.7%,"Ornn,Jax,Singed,Warwick,Yone,Urgot,Veigar",74
Iron,Top,Rumble,B,47.22%,0.5%,0.2%,"Ashe,Chogath,Drmundo,Renekton,Wukong,Vayne,Nasus",36
Iron,Supp,Thresh,D,47.19%,6.2%,2.6%,"Shaco,Sett,Alistar,Janna,Pyke,Galio,Neeko",409
Iron,Supp,Yuumi,D,47.10%,7.8%,3.7%,"Velkoz,Rakan,Swain,Karma,Rell,Seraphine,Nautilus",518
Iron,Jungle,Vi,B,47.04%,3.8%,0.8%,"Pantheon,Amumu,Drmundo,Sett,Hecarim,Ekko,Evelynn",253
Iron,Supp,Pantheon,D,46.98%,4.8%,11.8%,"Shen,Malphite,Bard,Neeko,Nautilus,Senna,Brand",315
Iron,Mid,Malphite,B,46.94%,0.7%,6.8%,"Vladimir,Chogath,Veigar,Heimerdinger,Akali,Ahri,Fizz",49
Iron,Jungle,Sejuani,B,46.84%,1.2%,0.1%,"Olaf,Tryndamere,Karthus,Elise,Graves,Volibear,Yone",79
Iron,Top,Sylas,B,46.67%,1.4%,3.5%,"Ornn,Tahmkench,Tryndamere,Rengar,Sion,Nocturne,Quinn",90
Iron,Adc,Sivir,D,46.58%,3.5%,0.3%,"Varus,Senna,Xayah,Jinx,Ashe,Missfortune,Jhin",234
Iron,Jungle,Skarner,B,46.51%,0.6%,0.2%,"Tryndamere,Chogath,Shyvana,Kayn,Zac,Kindred,Vi",43
Iron,Top,Kennen,B,46.48%,1.1%,0.4%,"Ornn,Tahmkench,Pyke,Heimerdinger,Cassiopeia,Gragas,Shen",71
Iron,Top,Jax,D,46.39%,5.4%,9.2%,"Shaco,Ryze,Trundle,Yorick,Urgot,Chogath,Garen",360
Iron,Top,Dr. Mundo,C,46.33%,2.7%,2.3%,"Malzahar,Fiora,Quinn,Heimerdinger,Volibear,Veigar,Neeko",177
Iron,Top,Renekton,D,46.25%,7.1%,6.3%,"Vayne,Drmundo,Wukong,Illaoi,Urgot,Shen,Riven",467
Iron,Top,Camille,C,46.15%,2.4%,2.6%,"Viego,Pantheon,Singed,Sion,Warwick,Volibear,Jayce",156
Iron,Adc,Lucian,D,46.10%,8.3%,5.6%,"Varus,Kogmaw,Sivir,Missfortune,Tristana,Ashe,Vayne",551
Iron,Mid,Lucian,C,46.02%,2.7%,5.6%,"Twistedfate,Jax,Malphite,Kayle,Corki,Annie,Vladimir",176
Iron,Mid,Ziggs,C,45.71%,2.6%,0.6%,"Viktor,Syndra,Qiyana,Renekton,Malzahar,Lulu,Tristana",175
Iron,Jungle,Trundle,B,45.63%,1.6%,0.3%,"Kindred,Elise,Ekko,Aatrox,Shaco,Reksai,Nidalee",103
Iron,Top,Aatrox,D,45.59%,3.9%,4.1%,"Pantheon,Rengar,Yone,Shen,Illaoi,Wukong,Mordekaiser",261
Iron,Supp,Zyra,D,45.58%,3.4%,1.9%,"Xerath,Braum,Thresh,Alistar,Veigar,Shaco,Senna",226
Iron,Supp,Zilean,B,45.56%,1.4%,0.2%,"Sona,Gragas,Lulu,Bard,Morgana,Seraphine,Swain",90
Iron,Mid,Sylas,D,45.48%,5.2%,3.5%,"Heimerdinger,Diana,Neeko,Lux,Xerath,Veigar,Galio",343
Iron,Top,Kayle,D,45.45%,3.5%,0.6%,"Yasuo,Renekton,Quinn,Nidalee,Camille,Malphite,Sett",231
Iron,Jungle,Nasus,B,45.45%,0.7%,9.1%,"Xinzhao,Nunu,Karthus,Leesin,Udyr,Shyvana,Volibear",44
Iron,Mid,Akali,D,45.44%,8.1%,14.9%,"Kassadin,Viktor,Heimerdinger,Sett,Velkoz,Corki,Morgana",537
Iron,Adc,Draven,D,45.33%,3.4%,5.1%,"Senna,Pyke,Ezreal,Sivir,Samira,Xayah,Jhin",225
Iron,Top,Akali,D,45.32%,2.1%,14.9%,"Riven,Warwick,Heimerdinger,Yone,Olaf,Galio,Aatrox",139
Iron,Jungle,Rengar,C,45.27%,3.0%,1.7%,"Graves,Drmundo,Hecarim,Vi,Masteryi,Warwick,Fiddlesticks",201
Iron,Top,Kalista,B,45.00%,0.6%,0.8%,"Teemo,Tryndamere,Morgana,Irelia,Malphite,Riven,Shen",40
Iron,Supp,Soraka,D,44.91%,3.3%,0.4%,"Alistar,Lulu,Skarner,Veigar,Rell,Yuumi,Swain",216
Iron,Mid,Zoe,C,44.85%,2.5%,1.8%,"Viego,Riven,Viktor,Qiyana,Shyvana,Chogath,Tristana",165
Iron,Mid,Lissandra,B,44.74%,0.6%,0.2%,"Anivia,Cassiopeia,Malzahar,Fizz,Ziggs,Diana,Yasuo",38
Iron,Mid,Zed,D,44.64%,13.0%,36.0%,"Ryze,Morgana,Mordekaiser,Diana,Anivia,Malzahar,Kassadin",858
Iron,Jungle,Nunu & Willump,D,44.61%,5.0%,1.9%,"Karthus,Twitch,Fiddlesticks,Poppy,Vi,Pantheon,Nocturne",334
Iron,Supp,Nami,D,44.59%,2.4%,0.2%,"Viego,Ornn,Twistedfate,Rengar,Ashe,Kled,Galio",157
Iron,Supp,Lulu,D,44.59%,2.4%,0.9%,"Pantheon,Fiddlesticks,Braum,Veigar,Galio,Nami,Neeko",157
Iron,Mid,Ryze,C,44.44%,2.0%,0.3%,"Zoe,Pantheon,Orianna,Azir,Nocturne,Talon,Mordekaiser",135
Iron,Jungle,Kha'Zix,D,44.34%,9.5%,14.2%,"Sejuani,Taliyah,Sett,Zac,Wukong,Rengar,Ekko",627
Iron,Adc,Ezreal,D,44.14%,9.4%,3.4%,"Kalista,Kaisa,Samira,Xayah,Sivir,Jinx,Yasuo",623
Iron,Supp,Ashe,C,44.00%,1.1%,7.0%,"Alistar,Missfortune,Veigar,Malphite,Maokai,Leesin,Pantheon",75
Iron,Top,Irelia,D,43.68%,5.3%,7.8%,"Warwick,Shaco,Gragas,Lucian,Volibear,Jax,Heimerdinger",348
Iron,Mid,Talon,D,43.52%,5.8%,2.3%,"Viego,Tryndamere,Malzahar,Anivia,Diana,Galio,Annie",386
Iron,Mid,Irelia,D,43.37%,4.2%,7.8%,"Viego,Kassadin,Qiyana,Leblanc,Diana,Twistedfate,Malzahar",279
Iron,Jungle,Jarvan IV,B,43.33%,0.9%,0.2%,"Fiddlesticks,Nunu,Amumu,Shaco,Malphite,Leesin,Udyr",60
Iron,Jungle,Lillia,C,43.22%,1.8%,0.6%,"Evelynn,Tryndamere,Karthus,Rengar,Khazix,Elise,Rammus",118
Iron,Jungle,Lee Sin,D,43.04%,6.0%,4.3%,"Skarner,Drmundo,Shaco,Pantheon,Gragas,Volibear,Elise",395
Iron,Top,Riven,D,42.93%,3.0%,0.6%,"Tahmkench,Diana,Rengar,Tristana,Ziggs,Quinn,Heimerdinger",198
Iron,Supp,Veigar,D,42.86%,1.8%,4.4%,"Alistar,Zoe,Varus,Leona,Maokai,Thresh,Braum",119
