divison,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Silver,Mid,Anivia,S+,52.29%,4.6%,0.0%,"Brand,Diana,Seraphine,Vel'Koz,Xerath,Morgana,Ahri","55,828"
Silver,Mid,Malphite,A,52.21%,1.4%,0.0%,"Morgana,Malzahar,Annie,Diana,Vel'Koz,Lux,Cassiopeia","17,549"
Silver,Supp,Rell,S+,52.19%,4.7%,0.0%,"Shaco,Zilean,Swain,Brand,Nami,Zyra,Morgana","56,654"
Silver,Mid,Neeko,S,52.16%,3.6%,0.0%,"Vel'Koz,Seraphine,Viktor,Anivia,Lux,Ekko,Brand","43,625"
Silver,Mid,Fizz,S+,52.12%,7.5%,0.0%,"Pantheon,Diana,Neeko,Morgana,Tristana,Galio,Heimerdinger","90,679"
Silver,Top,Malphite,S+,52.09%,8.3%,0.0%,"Nasus,Cho'Gath,Maokai,Sion,Sylas,Mordekaiser,Garen","101,095"
Silver,Top,Singed,A,52.09%,1.7%,0.0%,"Darius,Teemo,Cho'Gath,Dr. Mundo,Shen,Urgot,Jayce","20,060"
Silver,Mid,Tristana,A,52.09%,1.1%,0.0%,"Malphite,Brand,Seraphine,Annie,Pyke,Neeko,Yasuo","13,346"
Silver,Jungle,Warwick,S+,52.06%,6.1%,0.0%,"Dr. Mundo,Skarner,Karthus,Ivern,Rammus,Shaco,Udyr","74,577"
Silver,Mid,Pyke,A,52.05%,1.1%,0.0%,"Malphite,Fizz,Neeko,Brand,Anivia,Katarina,Kassadin","13,061"
Silver,Jungle,Poppy,A,52.02%,0.9%,0.0%,"Amumu,Skarner,Udyr,Ekko,Olaf,Nocturne,Dr. Mundo","10,553"
Silver,Supp,Zilean,S,52.00%,2.0%,0.0%,"Shaco,Vel'Koz,Galio,Sona,Soraka,Janna,Leona","24,879"
Silver,Jungle,Nocturne,S+,51.99%,6.2%,0.0%,"Rammus,Dr. Mundo,Ekko,Ivern,Udyr,Skarner,Shyvana","74,846"
Silver,Adc,Senna,S+,51.95%,10.0%,0.0%,"Twitch,Tristana,Jhin,Sivir,Ashe,Miss Fortune,Kai'Sa","120,897"
Silver,Mid,Seraphine,A,51.86%,1.1%,0.0%,"Swain,Xerath,Annie,Ziggs,Fizz,Viego,Ekko","13,713"
Silver,Supp,Seraphine,S+,51.76%,10.0%,0.0%,"Shaco,Galio,Sona,Nami,Swain,Zyra,Vel'Koz","121,229"
Silver,Adc,Sivir,S,51.69%,2.9%,0.0%,"Draven,Jinx,Vayne,Jhin,Senna,Twitch,Kai'Sa","35,494"
Silver,Supp,Maokai,S,51.68%,3.3%,0.0%,"Sona,Zilean,Neeko,Janna,Swain,Galio,Shaco","40,292"
Silver,Mid,Heimerdinger,A,51.67%,1.2%,0.0%,"Viktor,Morgana,Annie,Seraphine,Diana,Brand,Malphite","14,198"
Silver,Supp,Sona,S,51.65%,2.3%,0.0%,"Rell,Galio,Nami,Brand,Blitzcrank,Soraka,Thresh","27,590"
Silver,Supp,Zyra,S,51.62%,4.3%,0.0%,"Galio,Shaco,Maokai,Zilean,Ashe,Xerath,Blitzcrank","52,737"
Silver,Adc,Tristana,S+,51.61%,12.1%,0.0%,"Sivir,Miss Fortune,Senna,Kai'Sa,Jhin,Vayne,Twitch","146,600"
Silver,Mid,Lux,S,51.58%,5.9%,0.0%,"Tristana,Xerath,Morgana,Fizz,Pyke,Brand,Diana","72,199"
Silver,Mid,Viktor,S,51.56%,3.6%,0.0%,"Seraphine,Ekko,Tristana,Yone,Brand,Kassadin,Galio","44,176"
Silver,Jungle,Amumu,S,51.54%,4.4%,0.0%,"Skarner,Dr. Mundo,Karthus,Udyr,Ivern,Shyvana,Hecarim","53,544"
Silver,Jungle,Nunu & Willump,S,51.53%,4.6%,0.0%,"Fiddlesticks,Ivern,Rammus,Skarner,Elise,Udyr,Dr. Mundo","55,751"
Silver,Top,Volibear,S,51.52%,4.1%,0.0%,"Kennen,Illaoi,Quinn,Cho'Gath,Gnar,Teemo,Heimerdinger","50,222"
Silver,Top,Yorick,A,51.47%,2.4%,0.0%,"Sion,Quinn,Irelia,Singed,Yasuo,Yone,Nasus","29,000"
Silver,Adc,Jhin,S+,51.45%,23.6%,0.0%,"Tristana,Twitch,Senna,Kai'Sa,Vayne,Sivir,Ashe","286,156"
Silver,Top,Wukong,S,51.43%,3.2%,0.0%,"Singed,Garen,Nasus,Malphite,Cho'Gath,Jax,Teemo","38,681"
Silver,Top,Teemo,S,51.42%,6.7%,0.0%,"Sion,Cho'Gath,Ornn,Malphite,Rumble,Dr. Mundo,Mordekaiser","81,105"
Silver,Mid,Ekko,S,51.42%,5.4%,0.0%,"Morgana,Tristana,Heimerdinger,Vladimir,Yone,Annie,Diana","65,616"
Silver,Mid,Renekton,A,51.40%,0.8%,0.0%,"Anivia,Neeko,Veigar,Malphite,Garen,Ahri,Ryze","9,668"
Silver,Mid,Yone,S+,51.40%,12.1%,0.0%,"Annie,Anivia,Tristana,Renekton,Pyke,Sett,Lux","146,796"
Silver,Supp,Nami,S,51.39%,4.0%,0.0%,"Maokai,Zyra,Blitzcrank,Nautilus,Bard,Brand,Neeko","48,495"
Silver,Supp,Galio,A,51.35%,2.2%,0.0%,"Rell,Shaco,Braum,Malphite,Janna,Neeko,Sett","26,745"
Silver,Jungle,Shaco,S,51.29%,5.8%,0.0%,"Karthus,Skarner,Dr. Mundo,Zac,Rammus,Sejuani,Nocturne","70,904"
Silver,Jungle,Fiddlesticks,A,51.25%,3.5%,0.0%,"Dr. Mundo,Skarner,Udyr,Hecarim,Nocturne,Karthus,Rammus","43,081"
Silver,Top,Ornn,S,51.24%,4.3%,0.0%,"Singed,Shen,Cho'Gath,Garen,Heimerdinger,Illaoi,Mordekaiser","52,038"
Silver,Mid,Sett,A,51.20%,0.8%,0.0%,"Neeko,Anivia,Malzahar,Pyke,Annie,Cassiopeia,Garen","9,396"
Silver,Supp,Leona,S+,51.16%,12.9%,0.0%,"Shaco,Rell,Bard,Swain,Brand,Morgana,Taric","157,224"
Silver,Jungle,Vi,S,51.15%,4.8%,0.0%,"Udyr,Nocturne,Dr. Mundo,Skarner,Trundle,Volibear,Hecarim","57,993"
Silver,Mid,Galio,S,51.15%,4.4%,0.0%,"Pyke,Viego,Seraphine,Tristana,Talon,Vel'Koz,Anivia","52,883"
Silver,Supp,Taric,A,51.13%,1.0%,0.0%,"Zilean,Janna,Galio,Soraka,Vel'Koz,Lulu,Rakan","12,642"
Silver,Mid,Rumble,A,51.13%,0.7%,0.0%,"Morgana,Brand,Neeko,Malzahar,Anivia,Viktor,Veigar","8,287"
Silver,Top,Shaco,A,51.11%,0.6%,0.0%,"Kayle,Sion,Urgot,Teemo,Kennen,Yasuo,Garen","6,846"
Silver,Jungle,Hecarim,S,51.09%,10.6%,0.0%,"Skarner,Dr. Mundo,Udyr,Rammus,Sejuani,Viego,Shaco","128,666"
Silver,Adc,Vayne,S+,51.05%,13.5%,0.0%,"Senna,Tristana,Jhin,Miss Fortune,Ashe,Twitch,Kai'Sa","164,400"
Silver,Jungle,Ekko,S,50.98%,6.8%,0.0%,"Skarner,Rammus,Dr. Mundo,Nunu,Udyr,Fiddlesticks,Warwick","82,653"
Silver,Mid,Xerath,A,50.98%,2.5%,0.0%,"Pyke,Irelia,Ekko,Fizz,Viktor,Yone,Diana","29,884"
Silver,Jungle,Ivern,A,50.96%,1.3%,0.0%,"Vi,Jarvan IV,Fiddlesticks,Zac,Shaco,Rammus,Xin Zhao","15,268"
Silver,Top,Mordekaiser,S,50.94%,8.0%,0.0%,"Singed,Jax,Kled,Riven,Fiora,Nasus,Viego","97,123"
Silver,Mid,Pantheon,A,50.93%,3.8%,0.0%,"Morgana,Brand,Ziggs,Pyke,Anivia,Vel'Koz,Malzahar","45,611"
Silver,Mid,Ahri,S,50.92%,5.8%,0.0%,"Annie,Malphite,Xerath,Lux,Ziggs,Malzahar,Veigar","70,456"
Silver,Adc,Miss Fortune,S+,50.87%,15.9%,0.0%,"Sivir,Jhin,Senna,Tristana,Vayne,Ashe,Twitch","193,459"
Silver,Supp,Blitzcrank,S,50.87%,7.2%,0.0%,"Rell,Swain,Shaco,Leona,Taric,Braum,Rakan","87,466"
Silver,Top,Shen,S,50.86%,5.5%,0.0%,"Sett,Illaoi,Garen,Rumble,Mordekaiser,Heimerdinger,Urgot","66,697"
Silver,Jungle,Elise,A,50.86%,3.8%,0.0%,"Dr. Mundo,Ivern,Volibear,Amumu,Sejuani,Vi,Poppy","46,712"
Silver,Jungle,Shyvana,A,50.85%,5.0%,0.0%,"Dr. Mundo,Skarner,Udyr,Rammus,Master Yi,Nunu,Ekko","60,662"
Silver,Top,Warwick,A,50.84%,0.9%,0.0%,"Singed,Pantheon,Darius,Vayne,Volibear,Kayle,Nasus","10,585"
Silver,Top,Illaoi,A,50.81%,4.0%,0.0%,"Heimerdinger,Kayle,Yorick,Teemo,Quinn,Vayne,Mordekaiser","48,708"
Silver,Top,Maokai,A,50.80%,0.8%,0.0%,"Heimerdinger,Mordekaiser,Cho'Gath,Singed,Garen,Illaoi,Darius","10,045"
Silver,Jungle,Volibear,A,50.77%,2.8%,0.0%,"Dr. Mundo,Nunu,Skarner,Zac,Shyvana,Ivern,Rammus","33,878"
Silver,Adc,Kai'Sa,S+,50.76%,28.5%,0.0%,"Sivir,Senna,Miss Fortune,Tristana,Vayne,Ashe,Samira","345,572"
Silver,Top,Quinn,A,50.75%,2.4%,0.0%,"Heimerdinger,Singed,Cho'Gath,Teemo,Malphite,Wukong,Sion","29,517"
Silver,Top,Urgot,A,50.74%,4.7%,0.0%,"Dr. Mundo,Malphite,Kayle,Garen,Cho'Gath,Sion,Nasus","57,229"
Silver,Jungle,Master Yi,S,50.73%,10.7%,0.0%,"Skarner,Udyr,Rammus,Elise,Ivern,Warwick,Amumu","130,358"
Silver,Top,Kled,A,50.72%,1.6%,0.0%,"Sion,Kayle,Fiora,Wukong,Singed,Cho'Gath,Nasus","19,006"
Silver,Jungle,Wukong,A,50.68%,0.9%,0.0%,"Shyvana,Volibear,Warwick,Dr. Mundo,Udyr,Ivern,Kha'Zix","10,875"
Silver,Supp,Xerath,A,50.65%,3.4%,0.0%,"Shaco,Maokai,Blitzcrank,Galio,Pyke,Seraphine,Alistar","41,434"
Silver,Supp,Vel'Koz,A,50.65%,2.6%,0.0%,"Yuumi,Maokai,Galio,Sona,Nami,Xerath,Blitzcrank","31,985"
Silver,Jungle,Sejuani,A,50.55%,1.8%,0.0%,"Dr. Mundo,Vi,Nocturne,Karthus,Udyr,Zac,Ivern","22,252"
Silver,Top,Heimerdinger,A,50.53%,1.2%,0.0%,"Sion,Nasus,Dr. Mundo,Rengar,Yorick,Pantheon,Yasuo","14,735"
Silver,Mid,Viego,A,50.47%,2.6%,0.0%,"Lissandra,Brand,Morgana,Ahri,Neeko,Pyke,Annie","31,311"
Silver,Adc,Twitch,A,50.47%,3.8%,0.0%,"Yasuo,Tristana,Kai'Sa,Miss Fortune,Samira,Vayne,Sivir","46,641"
Silver,Adc,Yasuo,A,50.42%,1.3%,0.0%,"Sivir,Senna,Tristana,Vayne,Jhin,Miss Fortune,Kai'Sa","16,191"
Silver,Adc,Ashe,A,50.40%,9.1%,0.0%,"Yasuo,Tristana,Sivir,Twitch,Senna,Miss Fortune,Jhin","109,972"
Silver,Mid,Cho'Gath,A,50.39%,0.6%,0.0%,"Seraphine,Malzahar,Neeko,Anivia,Ekko,Vel'Koz,Ahri","7,317"
Silver,Mid,Ziggs,A,50.38%,1.6%,0.0%,"Tristana,Swain,Kassadin,Lissandra,Qiyana,Brand,Morgana","19,392"
Silver,Supp,Morgana,S,50.37%,12.6%,0.0%,"Shaco,Xerath,Zyra,Blitzcrank,Sona,Brand,Maokai","153,087"
Silver,Top,Sett,A,50.36%,7.6%,0.0%,"Malphite,Volibear,Yorick,Ornn,Nasus,Illaoi,Garen","92,508"
Silver,Top,Gnar,A,50.34%,6.9%,0.0%,"Wukong,Quinn,Yorick,Malphite,Maokai,Yasuo,Cho'Gath","83,245"
Silver,Jungle,Karthus,A,50.30%,1.7%,0.0%,"Poppy,Dr. Mundo,Vi,Udyr,Trundle,Shyvana,Ekko","21,042"
Silver,Mid,Corki,A,50.30%,0.7%,0.0%,"Ziggs,Lissandra,Diana,Cassiopeia,Viego,Yone,Kassadin","8,046"
Silver,Supp,Alistar,A,50.27%,6.9%,0.0%,"Zilean,Brand,Swain,Bard,Neeko,Taric,Sona","83,439"
Silver,Mid,Veigar,A,50.23%,4.5%,0.0%,"Malzahar,Morgana,Xerath,Fizz,Viktor,Malphite,Vel'Koz","55,090"
Silver,Mid,Yasuo,A,50.22%,14.1%,0.0%,"Annie,Malzahar,Viego,Pantheon,Sett,Malphite,Garen","171,471"
Silver,Top,Kayle,A,50.11%,2.4%,0.0%,"Yasuo,Yone,Nasus,Gnar,Kennen,Malphite,Ornn","28,734"
Silver,Jungle,Evelynn,A,50.09%,4.6%,0.0%,"Skarner,Dr. Mundo,Rammus,Udyr,Shaco,Nocturne,Warwick","55,559"
Silver,Jungle,Kha'Zix,A,50.03%,9.7%,0.0%,"Rammus,Skarner,Dr. Mundo,Udyr,Nocturne,Nunu,Warwick","118,001"
Silver,Supp,Bard,A,50.02%,2.1%,0.0%,"Galio,Swain,Brand,Lulu,Lux,Seraphine,Shaco","25,371"
Silver,Jungle,Zac,A,50.02%,2.6%,0.0%,"Trundle,Karthus,Skarner,Rammus,Rek'Sai,Hecarim,Warwick","32,027"
Silver,Supp,Lulu,B,49.99%,6.8%,0.0%,"Seraphine,Brand,Xerath,Zilean,Leona,Maokai,Rell","82,322"
Silver,Supp,Lux,B,49.95%,13.0%,0.0%,"Shaco,Blitzcrank,Maokai,Nami,Vel'Koz,Yuumi,Seraphine","158,075"
Silver,Supp,Nautilus,B,49.94%,9.6%,0.0%,"Swain,Rell,Shaco,Brand,Taric,Leona,Seraphine","116,127"
Silver,Top,Dr. Mundo,B,49.83%,2.0%,0.0%,"Yone,Garen,Yorick,Illaoi,Ornn,Cho'Gath,Shen","24,364"
Silver,Jungle,Viego,B,49.82%,11.4%,0.0%,"Rammus,Skarner,Udyr,Warwick,Shaco,Evelynn,Elise","138,011"
Silver,Jungle,Jarvan IV,B,49.79%,2.6%,0.0%,"Poppy,Rammus,Amumu,Trundle,Udyr,Viego,Nunu","31,812"
Silver,Supp,Janna,B,49.73%,2.5%,0.0%,"Shaco,Nami,Sona,Seraphine,Zyra,Swain,Brand","30,911"
Silver,Top,Kennen,B,49.73%,1.5%,0.0%,"Rengar,Cho'Gath,Garen,Sylas,Sion,Dr. Mundo,Nasus","17,970"
Silver,Top,Darius,B,49.72%,9.4%,0.0%,"Yorick,Vayne,Kled,Volibear,Kayle,Cho'Gath,Wukong","113,662"
Silver,Top,Riven,B,49.72%,4.8%,0.0%,"Garen,Volibear,Nasus,Quinn,Urgot,Wukong,Cho'Gath","57,697"
Silver,Top,Rengar,B,49.70%,1.0%,0.0%,"Singed,Warwick,Kled,Darius,Sion,Urgot,Shen","11,826"
Silver,Mid,Vladimir,B,49.66%,3.3%,0.0%,"Seraphine,Swain,Malzahar,Anivia,Tristana,Vel'Koz,Annie","40,571"
Silver,Mid,Lissandra,B,49.63%,1.3%,0.0%,"Vel'Koz,Morgana,Brand,Galio,Lux,Pantheon,Kassadin","15,960"
Silver,Mid,Aurelion Sol,B,49.59%,0.6%,0.0%,"Pantheon,Brand,Ziggs,Leblanc,Lucian,Fizz,Morgana","7,548"
Silver,Mid,Zed,D,49.54%,11.0%,0.0%,"Garen,Malphite,Diana,Malzahar,Renekton,Ekko,Neeko","133,432"
Silver,Mid,Cassiopeia,B,49.53%,2.3%,0.0%,"Vel'Koz,Morgana,Brand,Xerath,Neeko,Pyke,Malzahar","27,437"
Silver,Top,Trundle,B,49.50%,0.5%,0.0%,"Gragas,Gnar,Sion,Warwick,Jax,Quinn,Urgot","6,454"
Silver,Adc,Kog'Maw,B,49.50%,0.7%,0.0%,"Kalista,Yasuo,Jhin,Senna,Aphelios,Miss Fortune,Xayah","8,505"
Silver,Adc,Jinx,D,49.47%,9.4%,0.0%,"Yasuo,Tristana,Senna,Jhin,Twitch,Vayne,Miss Fortune","114,010"
Silver,Supp,Yuumi,D,49.45%,6.9%,0.0%,"Rell,Leona,Maokai,Alistar,Sona,Swain,Nami","83,272"
Silver,Supp,Thresh,D,49.45%,12.0%,0.0%,"Brand,Swain,Shaco,Rell,Zyra,Galio,Zilean","145,511"
Silver,Supp,Soraka,C,49.44%,3.7%,0.0%,"Blitzcrank,Nami,Ashe,Seraphine,Bard,Xerath,Shaco","44,640"
Silver,Jungle,Kayn,D,49.34%,12.6%,0.0%,"Rammus,Dr. Mundo,Skarner,Nocturne,Master Yi,Warwick,Udyr","152,821"
Silver,Mid,Katarina,D,49.20%,9.2%,0.0%,"Heimerdinger,Malzahar,Tristana,Fizz,Annie,Galio,Morgana","111,252"
Silver,Mid,Jayce,B,49.15%,0.6%,0.0%,"Fizz,Galio,Lucian,Lissandra,Orianna,Pantheon,Diana","7,432"
Silver,Top,Poppy,B,49.09%,1.7%,0.0%,"Singed,Garen,Sion,Nasus,Tahm Kench,Yorick,Quinn","20,594"
Silver,Mid,Kassadin,C,48.94%,3.2%,0.0%,"Morgana,Tristana,Zed,Talon,Yone,Xerath,Malzahar","38,930"
Silver,Adc,Draven,C,48.92%,3.3%,0.0%,"Yasuo,Senna,Twitch,Vayne,Jhin,Tristana,Kai'Sa","39,558"
Silver,Top,Tahm Kench,B,48.90%,1.2%,0.0%,"Cho'Gath,Heimerdinger,Yone,Gnar,Singed,Shen,Dr. Mundo","14,600"
Silver,Supp,Neeko,B,48.84%,1.2%,0.0%,"Zilean,Seraphine,Janna,Xerath,Zyra,Lux,Swain","14,611"
Silver,Adc,Samira,D,48.78%,11.7%,0.0%,"Senna,Miss Fortune,Sivir,Jhin,Vayne,Tristana,Ashe","141,451"
Silver,Top,Vayne,C,48.77%,2.8%,0.0%,"Malphite,Teemo,Yasuo,Quinn,Sion,Nasus,Pantheon","34,496"
Silver,Top,Pantheon,C,48.69%,2.4%,0.0%,"Sion,Cho'Gath,Poppy,Dr. Mundo,Nasus,Malphite,Kled","29,641"
Silver,Top,Tryndamere,D,48.66%,4.0%,0.0%,"Kled,Kennen,Malphite,Singed,Tahm Kench,Dr. Mundo,Volibear","48,412"
Silver,Top,Camille,D,48.65%,5.8%,0.0%,"Volibear,Shen,Yorick,Malphite,Cho'Gath,Teemo,Singed","70,506"
Silver,Top,Yone,C,48.61%,2.2%,0.0%,"Kennen,Jax,Garen,Urgot,Nasus,Kled,Renekton","27,126"
Silver,Top,Jax,D,48.61%,4.5%,0.0%,"Malphite,Garen,Cho'Gath,Quinn,Sion,Dr. Mundo,Illaoi","54,829"
Silver,Jungle,Xin Zhao,C,48.59%,2.3%,0.0%,"Dr. Mundo,Nocturne,Sejuani,Rammus,Warwick,Nunu,Amumu","27,553"
Silver,Supp,Twitch,B,48.47%,0.7%,0.0%,"Shaco,Galio,Nami,Neeko,Janna,Swain,Leona","8,317"
Silver,Supp,Braum,D,48.44%,2.3%,0.0%,"Rell,Shaco,Neeko,Zilean,Vel'Koz,Swain,Alistar","28,405"
Silver,Supp,Senna,D,48.37%,11.3%,0.0%,"Zyra,Brand,Vel'Koz,Swain,Xerath,Seraphine,Nautilus","137,033"
Silver,Supp,Anivia,B,48.34%,0.5%,0.0%,"Sona,Vel'Koz,Xerath,Brand,Rell,Shaco,Zilean","6,187"
Silver,Adc,Varus,C,48.28%,2.1%,0.0%,"Sivir,Tristana,Draven,Yasuo,Jhin,Vayne,Twitch","25,292"
Silver,Top,Gragas,C,48.19%,1.9%,0.0%,"Heimerdinger,Yasuo,Warwick,Cho'Gath,Nasus,Dr. Mundo,Volibear","23,440"
Silver,Jungle,Trundle,B,48.16%,1.2%,0.0%,"Skarner,Shyvana,Shaco,Udyr,Dr. Mundo,Warwick,Ivern","13,965"
Silver,Top,Rumble,B,48.10%,1.0%,0.0%,"Sion,Kled,Yone,Dr. Mundo,Nasus,Tryndamere,Kennen","11,550"
Silver,Supp,Rakan,D,48.09%,2.9%,0.0%,"Shaco,Swain,Bard,Brand,Nami,Zyra,Rell","35,226"
Silver,Mid,LeBlanc,D,48.08%,3.4%,0.0%,"Malzahar,Xerath,Tristana,Seraphine,Brand,Anivia,Pantheon","40,775"
Silver,Top,Renekton,D,48.06%,7.2%,0.0%,"Illaoi,Cho'Gath,Garen,Ornn,Singed,Kennen,Nasus","87,493"
Silver,Jungle,Olaf,D,48.06%,5.3%,0.0%,"Dr. Mundo,Skarner,Jarvan IV,Ekko,Master Yi,Kindred,Rammus","64,528"
Silver,Supp,Pyke,D,48.04%,6.9%,0.0%,"Zilean,Sona,Shaco,Rell,Morgana,Swain,Nami","83,897"
Silver,Adc,Xayah,D,48.01%,4.3%,0.0%,"Yasuo,Twitch,Sivir,Draven,Jhin,Senna,Tristana","52,732"
Silver,Jungle,Rek'Sai,B,48.00%,1.3%,0.0%,"Rammus,Amumu,Sejuani,Volibear,Karthus,Nocturne,Skarner","15,395"
Silver,Top,Fiora,D,47.93%,4.7%,0.0%,"Malphite,Garen,Nasus,Poppy,Shen,Sion,Urgot","57,294"
Silver,Adc,Ezreal,D,47.89%,16.1%,0.0%,"Sivir,Tristana,Senna,Vayne,Kai'Sa,Jhin,Yasuo","195,911"
Silver,Adc,Caitlyn,D,47.85%,10.1%,0.0%,"Sivir,Senna,Jhin,Yasuo,Ashe,Vayne,Tristana","123,078"
Silver,Top,Aatrox,D,47.81%,4.7%,0.0%,"Singed,Heimerdinger,Yorick,Illaoi,Cho'Gath,Urgot,Warwick","57,418"
Silver,Mid,Sylas,D,47.80%,5.7%,0.0%,"Kassadin,Morgana,Heimerdinger,Malzahar,Lissandra,Tristana,Yasuo","69,194"
Silver,Adc,Lucian,D,47.76%,10.1%,0.0%,"Jhin,Senna,Ashe,Jinx,Tristana,Kai'Sa,Yasuo","122,784"
Silver,Supp,Malphite,D,47.74%,2.0%,0.0%,"Zilean,Swain,Neeko,Taric,Maokai,Xerath,Braum","24,531"
Silver,Jungle,Jax,D,47.72%,3.2%,0.0%,"Rammus,Dr. Mundo,Elise,Fiddlesticks,Nunu,Skarner,Evelynn","38,282"
Silver,Jungle,Gragas,C,47.70%,1.9%,0.0%,"Rammus,Sejuani,Amumu,Taliyah,Udyr,Nocturne,Karthus","23,334"
Silver,Top,Yasuo,D,47.67%,2.3%,0.0%,"Kled,Garen,Nasus,Volibear,Shen,Riven,Poppy","28,034"
Silver,Top,Sylas,B,47.62%,1.1%,0.0%,"Kled,Singed,Urgot,Yorick,Aatrox,Poppy,Quinn","13,639"
Silver,Jungle,Lillia,D,47.61%,3.8%,0.0%,"Skarner,Evelynn,Nocturne,Fiddlesticks,Rengar,Vi,Ivern","46,699"
Silver,Supp,Veigar,C,47.58%,0.9%,0.0%,"Taric,Maokai,Brand,Janna,Shaco,Morgana,Zilean","11,028"
Silver,Mid,Talon,D,47.43%,3.1%,0.0%,"Sett,Ziggs,Brand,Neeko,Cassiopeia,Vel'Koz,Xerath","37,570"
Silver,Top,Viego,D,47.42%,3.9%,0.0%,"Heimerdinger,Volibear,Sett,Jax,Rengar,Tryndamere,Malphite","46,931"
Silver,Supp,Shen,C,47.38%,0.8%,0.0%,"Sona,Bard,Galio,Braum,Sett,Swain,Rell","9,616"
Silver,Supp,Karma,D,47.34%,3.4%,0.0%,"Shaco,Zyra,Bard,Galio,Sona,Yuumi,Braum","40,978"
Silver,Jungle,Kindred,D,47.31%,2.6%,0.0%,"Poppy,Rammus,Amumu,Udyr,Master Yi,Sejuani,Vi","32,071"
Silver,Jungle,Graves,D,47.26%,6.8%,0.0%,"Skarner,Rammus,Dr. Mundo,Amumu,Fiddlesticks,Nunu,Udyr","82,289"
Silver,Mid,Orianna,D,47.24%,3.9%,0.0%,"Vel'Koz,Seraphine,Xerath,Malphite,Pyke,Diana,Tristana","47,555"
Silver,Jungle,Rengar,D,47.18%,2.5%,0.0%,"Dr. Mundo,Rammus,Skarner,Volibear,Fiddlesticks,Warwick,Udyr","29,774"
Silver,Mid,Twisted Fate,D,47.04%,4.6%,0.0%,"Ziggs,Swain,Brand,Seraphine,Malphite,Yasuo,Pyke","55,674"
Silver,Supp,Sett,D,46.96%,2.0%,0.0%,"Janna,Swain,Brand,Taric,Maokai,Rell,Zyra","24,738"
Silver,Supp,Pantheon,D,46.88%,4.0%,0.0%,"Sona,Rell,Nami,Alistar,Swain,Brand,Leona","48,400"
Silver,Supp,Ashe,D,46.78%,1.5%,0.0%,"Shaco,Braum,Sona,Yuumi,Maokai,Nautilus,Malphite","17,693"
Silver,Mid,Irelia,D,46.75%,4.5%,0.0%,"Brand,Annie,Heimerdinger,Malphite,Diana,Ekko,Fizz","54,348"
Silver,Top,Jayce,D,46.72%,1.5%,0.0%,"Maokai,Wukong,Shen,Cho'Gath,Ornn,Poppy,Garen","18,708"
Silver,Mid,Syndra,D,46.66%,3.1%,0.0%,"Seraphine,Brand,Morgana,Galio,Tristana,Xerath,Diana","37,331"
Silver,Adc,Kalista,D,46.64%,1.5%,0.0%,"Vayne,Sivir,Varus,Senna,Miss Fortune,Tristana,Kai'Sa","17,816"
Silver,Top,Irelia,D,46.45%,6.0%,0.0%,"Volibear,Nasus,Garen,Cho'Gath,Urgot,Tryndamere,Tahm Kench","73,088"
Silver,Adc,Aphelios,D,46.44%,4.9%,0.0%,"Miss Fortune,Jhin,Senna,Ashe,Tristana,Twitch,Sivir","58,972"
Silver,Mid,Lucian,D,46.42%,3.3%,0.0%,"Vel'Koz,Malphite,Diana,Malzahar,Pyke,Xerath,Pantheon","39,670"
Silver,Top,Ryze,C,46.32%,0.8%,0.0%,"Sion,Yasuo,Garen,Gragas,Wukong,Irelia,Renekton","9,650"
Silver,Top,Vladimir,C,46.32%,1.0%,0.0%,"Quinn,Yorick,Rumble,Yasuo,Volibear,Nasus,Singed","11,958"
Silver,Top,Gangplank,D,46.00%,2.3%,0.0%,"Pantheon,Gragas,Garen,Lucian,Yorick,Ryze,Cho'Gath","27,776"
Silver,Jungle,Lee Sin,D,45.96%,7.9%,0.0%,"Skarner,Rammus,Vi,Poppy,Warwick,Dr. Mundo,Shyvana","96,014"
Silver,Jungle,Taliyah,D,45.95%,1.5%,0.0%,"Ivern,Shyvana,Udyr,Amumu,Poppy,Master Yi,Dr. Mundo","18,125"
Silver,Supp,Miss Fortune,C,45.81%,0.6%,0.0%,"Galio,Maokai,Janna,Shaco,Seraphine,Thresh,Sett","7,678"
Silver,Top,Lucian,C,45.55%,0.8%,0.0%,"Rumble,Sion,Shen,Kennen,Malphite,Kayle,Poppy","9,408"
Silver,Mid,Ryze,D,45.44%,2.4%,0.0%,"Brand,Swain,Seraphine,Neeko,Malzahar,Veigar,Lissandra","29,470"
Silver,Mid,Zoe,D,45.43%,2.6%,0.0%,"Pyke,Morgana,Malzahar,Heimerdinger,Malphite,Anivia,Vel'Koz","31,551"
Silver,Jungle,Nidalee,D,45.11%,2.9%,0.0%,"Rammus,Warwick,Shaco,Nocturne,Vi,Volibear,Dr. Mundo","34,829"
Silver,Mid,Qiyana,D,44.94%,1.1%,0.0%,"Malphite,Tristana,Heimerdinger,Brand,Diana,Pyke,Vel'Koz","13,101"
Silver,Top,Olaf,B,44.88%,0.5%,0.0%,"Kayle,Heimerdinger,Illaoi,Kled,Garen,Sett,Riven","6,397"
Silver,Jungle,Pantheon,D,44.79%,3.1%,0.0%,"Rammus,Dr. Mundo,Skarner,Udyr,Amumu,Warwick,Hecarim","37,611"
Silver,Mid,Akali,D,44.77%,4.7%,0.0%,"Morgana,Galio,Malzahar,Brand,Anivia,Annie,Heimerdinger","57,624"
