divison,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Iron,Top,Akali,D,46.07%,1.9%,0.0%,"Dr. Mundo,Yorick,Maokai,Wukong,Teemo,Urgot,Kennen",979
Iron,Jungle,Gragas,C,45.98%,1.1%,0.0%,"Shyvana,Skarner,Nocturne,Tryndamere,Karthus,Lillia,Poppy",585
Iron,Mid,Lucian,D,45.89%,2.8%,0.0%,"Vladimir,Ziggs,Pantheon,Tristana,Irelia,Viktor,Ahri","1,471"
Iron,Supp,Lulu,D,45.88%,2.6%,0.0%,"Xerath,Nautilus,Rakan,Anivia,Sona,Janna,Nami","1,382"
Iron,Mid,Zoe,D,45.82%,2.8%,0.0%,"Morgana,Pyke,Twisted Fate,Yasuo,Neeko,Fizz,Renekton","1,471"
Iron,Mid,Orianna,D,45.72%,1.7%,0.0%,"Seraphine,Galio,Ziggs,Tryndamere,Morgana,Vel'Koz,Brand",899
Iron,Jungle,Nidalee,D,45.67%,1.6%,0.0%,"Tryndamere,Zac,Lillia,Amumu,Udyr,Jax,Xin Zhao",843
Iron,Top,Master Yi,B,45.63%,0.6%,0.0%,"Cho'Gath,Sion,Quinn,Jayce,Yone,Viego,Fiora",309
Iron,Top,Sylas,C,45.58%,1.1%,0.0%,"Lucian,Jax,Kayle,Tahm Kench,Riven,Gangplank,Darius",566
Iron,Top,Xin Zhao,B,45.48%,0.8%,0.0%,"Sion,Heimerdinger,Olaf,Kennen,Shen,Yorick,Lucian",398
Iron,Top,Irelia,D,45.40%,5.1%,0.0%,"Nasus,Yasuo,Olaf,Shaco,Tahm Kench,Urgot,Cho'Gath","2,709"
Iron,Jungle,Nasus,B,45.22%,0.6%,0.0%,"Evelynn,Xin Zhao,Volibear,Trundle,Lillia,Kindred,Ekko",314
Iron,Mid,Ryze,D,44.94%,2.1%,0.0%,"Veigar,Kassadin,Pyke,Cassiopeia,Swain,Yone,Irelia","1,086"
Iron,Supp,Ashe,D,44.82%,1.3%,0.0%,"Alistar,Tahm Kench,Soraka,Veigar,Shaco,Malphite,Pyke",705
Iron,Jungle,Lee Sin,D,44.73%,5.9%,0.0%,"Tryndamere,Dr. Mundo,Master Yi,Rengar,Rammus,Hecarim,Ekko","3,110"
Iron,Top,Gragas,C,44.71%,0.9%,0.0%,"Dr. Mundo,Jax,Quinn,Illaoi,Yasuo,Gangplank,Volibear",454
Iron,Jungle,Ivern,C,44.66%,0.8%,0.0%,"Vi,Graves,Elise,Nocturne,Garen,Hecarim,Rammus",412
Iron,Mid,Akali,D,44.36%,8.2%,0.0%,"Vel'Koz,Heimerdinger,Viego,Galio,Morgana,Yasuo,Ziggs","4,328"
Iron,Supp,Karma,D,44.28%,2.0%,0.0%,"Zilean,Maokai,Xerath,Rell,Rakan,Alistar,Pantheon","1,075"
Iron,Top,Lucian,B,44.19%,0.6%,0.0%,"Singed,Fiora,Aatrox,Camille,Teemo,Riven,Gnar",301
Iron,Top,Jayce,C,43.90%,0.8%,0.0%,"Yone,Yorick,Nasus,Heimerdinger,Kalista,Viego,Ornn",426
Iron,Top,Gangplank,D,43.75%,0.9%,0.0%,"Sion,Malphite,Fiora,Xin Zhao,Yorick,Kennen,Wukong",496
Iron,Jungle,Taliyah,C,43.32%,0.8%,0.0%,"Jarvan IV,Karthus,Kindred,Nasus,Pantheon,Lee Sin,Xin Zhao",397
Iron,Supp,Yuumi,D,43.29%,7.5%,0.0%,"Teemo,Zilean,Maokai,Vel'Koz,Ashe,Neeko,Leona","3,959"
Iron,Top,Vladimir,C,43.27%,0.6%,0.0%,"Olaf,Master Yi,Wukong,Cho'Gath,Dr. Mundo,Fiora,Urgot",312
Iron,Jungle,Fiddlesticks,D,43.12%,2.5%,0.0%,"Skarner,Tryndamere,Karthus,Lillia,Ekko,Graves,Master Yi","1,329"
Iron,Mid,Syndra,D,42.70%,1.7%,0.0%,"Ekko,Yasuo,Vladimir,Brand,Diana,Sylas,Katarina",918
Iron,Mid,Qiyana,D,42.52%,1.1%,0.0%,"Irelia,Anivia,Tristana,Viego,Kassadin,Lissandra,Viktor",555
Iron,Mid,Ezreal,C,41.07%,0.6%,0.0%,"Twisted Fate,Malzahar,Malphite,Heimerdinger,Ekko,Cassiopeia,Annie",319
Iron,Supp,Tahm Kench,C,40.88%,0.5%,0.0%,"Janna,Sona,Sett,Pyke,Taric,Senna,Leona",274
Iron,Supp,Anivia,D,40.63%,0.7%,0.0%,"Ornn,Alistar,Braum,Mordekaiser,Teemo,Soraka,Blitzcrank",384
Bronze,Adc,Swain,A,57.26%,0.5%,0.0%,"Varus,Draven,Sivir,Twitch,Aphelios,Jhin,Senna","3,177"
Bronze,Jungle,Rammus,S+,55.51%,5.3%,0.0%,"Dr. Mundo,Amumu,Zac,Udyr,Wukong,Nunu,Vi","32,318"
Bronze,Mid,Brand,S+,55.17%,2.3%,0.0%,"Viktor,Morgana,Ekko,Malzahar,Xerath,Cassiopeia,Fizz","13,916"
Bronze,Jungle,Dr. Mundo,S+,54.59%,4.0%,0.0%,"Wukong,Ekko,Master Yi,Shaco,Graves,Amumu,Nocturne","24,298"
Bronze,Mid,Swain,A,53.95%,1.0%,0.0%,"Heimerdinger,Pyke,Annie,Morgana,Seraphine,Ziggs,Diana","5,844"
Bronze,Supp,Brand,S+,53.86%,8.2%,0.0%,"Shaco,Vel'Koz,Xerath,Galio,Rell,Lux,Nami","49,888"
Bronze,Supp,Swain,S+,53.85%,6.2%,0.0%,"Brand,Rell,Shaco,Zyra,Xerath,Galio,Seraphine","37,463"
Bronze,Top,Yorick,S,53.84%,2.6%,0.0%,"Sion,Wukong,Shen,Cho'Gath,Kled,Yone,Yasuo","15,464"
Bronze,Supp,Shaco,S,53.55%,2.3%,0.0%,"Ashe,Karma,Braum,Seraphine,Nautilus,Rell,Malphite","13,633"
Bronze,Top,Nasus,S+,53.44%,8.8%,0.0%,"Garen,Yorick,Shen,Kled,Singed,Ornn,Illaoi","53,122"
Bronze,Top,Shaco,A,53.39%,0.6%,0.0%,"Heimerdinger,Sion,Yorick,Singed,Yasuo,Malphite,Shen","3,418"
Bronze,Jungle,Skarner,A,53.35%,1.0%,0.0%,"Rammus,Zac,Dr. Mundo,Nunu,Amumu,Viego,Karthus","5,859"
Bronze,Top,Sion,S,53.31%,1.7%,0.0%,"Cho'Gath,Dr. Mundo,Urgot,Darius,Wukong,Nasus,Jax","10,274"
Bronze,Supp,Rell,S,53.30%,3.0%,0.0%,"Zilean,Taric,Vel'Koz,Ashe,Soraka,Neeko,Sett","18,382"
Bronze,Top,Cho'Gath,S+,53.11%,5.3%,0.0%,"Singed,Yone,Nasus,Ornn,Viego,Sett,Mordekaiser","32,018"
Bronze,Top,Garen,S+,53.03%,14.0%,0.0%,"Yorick,Sion,Quinn,Teemo,Cho'Gath,Kayle,Tahm Kench","84,876"
Bronze,Mid,Diana,S+,53.02%,6.6%,0.0%,"Mordekaiser,Brand,Galio,Yone,Vel'Koz,Yasuo,Fizz","40,045"
Bronze,Mid,Malzahar,S,52.94%,3.3%,0.0%,"Vel'Koz,Seraphine,Morgana,Viktor,Swain,Neeko,Diana","20,078"
Bronze,Jungle,Amumu,S+,52.90%,5.3%,0.0%,"Karthus,Trundle,Sejuani,Dr. Mundo,Fiddlesticks,Master Yi,Hecarim","31,824"
Bronze,Mid,Teemo,A,52.84%,0.7%,0.0%,"Seraphine,Pyke,Viktor,Malzahar,Vladimir,Morgana,Veigar","4,097"
Bronze,Top,Singed,A,52.73%,1.3%,0.0%,"Gangplank,Heimerdinger,Malphite,Yorick,Yone,Garen,Renekton","7,713"
Bronze,Mid,Mordekaiser,A,52.73%,0.7%,0.0%,"Cassiopeia,Renekton,Brand,Pyke,Heimerdinger,Ziggs,Teemo","4,343"
Bronze,Jungle,Udyr,S+,52.60%,7.3%,0.0%,"Skarner,Amumu,Zac,Dr. Mundo,Rammus,Warwick,Shaco","43,912"
Bronze,Mid,Viktor,A,52.31%,1.9%,0.0%,"Pyke,Vel'Koz,Anivia,Malphite,Yone,Diana,Kassadin","11,251"
Bronze,Jungle,Vi,S,52.27%,4.5%,0.0%,"Wukong,Dr. Mundo,Amumu,Ekko,Volibear,Rammus,Shyvana","27,031"
Bronze,Mid,Annie,S,52.26%,3.7%,0.0%,"Malphite,Malzahar,Xerath,Brand,Fizz,Viktor,Diana","22,087"
Bronze,Supp,Vel'Koz,S,52.23%,2.6%,0.0%,"Shaco,Rakan,Swain,Ashe,Zyra,Bard,Veigar","15,645"
Bronze,Supp,Zyra,S,52.16%,4.0%,0.0%,"Galio,Shaco,Xerath,Brand,Nautilus,Seraphine,Sona","24,125"
Bronze,Mid,Anivia,S,52.15%,3.1%,0.0%,"Morgana,Malzahar,Swain,Heimerdinger,Fizz,Diana,Brand","18,773"
Bronze,Mid,Neeko,S,52.10%,4.4%,0.0%,"Vel'Koz,Ziggs,Lux,Vladimir,Brand,Xerath,Veigar","26,607"
Bronze,Mid,Morgana,A,52.06%,1.4%,0.0%,"Kassadin,Cassiopeia,Veigar,Ekko,Lux,Neeko,Leblanc","8,546"
Bronze,Mid,Vel'Koz,A,52.03%,1.8%,0.0%,"Tristana,Fizz,Morgana,Brand,Swain,Yasuo,Ekko","10,887"
Bronze,Top,Malphite,S+,52.02%,7.6%,0.0%,"Cho'Gath,Dr. Mundo,Nasus,Sion,Warwick,Illaoi,Kennen","45,763"
Bronze,Adc,Senna,S+,52.01%,6.7%,0.0%,"Twitch,Tristana,Kai'Sa,Varus,Miss Fortune,Vayne,Jinx","40,324"
Bronze,Supp,Galio,S,51.99%,2.3%,0.0%,"Shaco,Senna,Rell,Nami,Vel'Koz,Zilean,Nautilus","13,920"
Bronze,Mid,Tristana,A,51.98%,1.1%,0.0%,"Viktor,Cassiopeia,Anivia,Brand,Annie,Diana,Malzahar","6,595"
Bronze,Mid,Fizz,S+,51.97%,7.3%,0.0%,"Tristana,Neeko,Yasuo,Galio,Kassadin,Vladimir,Ekko","44,059"
Bronze,Jungle,Warwick,S+,51.88%,11.1%,0.0%,"Dr. Mundo,Zac,Rammus,Amumu,Vi,Wukong,Shyvana","67,268"
Bronze,Jungle,Shyvana,S,51.88%,4.1%,0.0%,"Rammus,Karthus,Amumu,Sejuani,Dr. Mundo,Udyr,Elise","24,746"
Bronze,Mid,Yasuo,S+,51.87%,17.0%,0.0%,"Malzahar,Garen,Annie,Viktor,Renekton,Pantheon,Morgana","102,854"
Bronze,Mid,Garen,A,51.86%,0.7%,0.0%,"Brand,Viego,Leblanc,Kassadin,Malzahar,Diana,Veigar","4,406"
Bronze,Top,Teemo,S+,51.86%,9.0%,0.0%,"Sion,Yasuo,Nasus,Malphite,Dr. Mundo,Heimerdinger,Cho'Gath","54,503"
Bronze,Supp,Maokai,S,51.79%,3.0%,0.0%,"Rell,Nami,Malphite,Zilean,Swain,Shaco,Brand","18,247"
Bronze,Jungle,Master Yi,S+,51.75%,16.1%,0.0%,"Rammus,Udyr,Elise,Tryndamere,Jax,Vi,Dr. Mundo","97,082"
Bronze,Jungle,Nocturne,S,51.74%,6.8%,0.0%,"Rammus,Sejuani,Ekko,Dr. Mundo,Warwick,Nunu,Udyr","41,204"
Bronze,Mid,Pyke,A,51.71%,1.6%,0.0%,"Heimerdinger,Morgana,Vladimir,Brand,Vel'Koz,Ryze,Neeko","9,469"
Bronze,Jungle,Ekko,S,51.68%,6.0%,0.0%,"Udyr,Rammus,Elise,Hecarim,Amumu,Shaco,Wukong","36,513"
Bronze,Mid,Nocturne,A,51.67%,0.6%,0.0%,"Malphite,Xerath,Sett,Orianna,Diana,Viego,Ekko","3,834"
Bronze,Mid,Galio,S,51.65%,4.1%,0.0%,"Sett,Brand,Pyke,Neeko,Viego,Viktor,Vel'Koz","24,619"
Bronze,Mid,Heimerdinger,A,51.65%,1.8%,0.0%,"Seraphine,Brand,Viktor,Ziggs,Neeko,Yasuo,Galio","10,895"
Bronze,Supp,Zilean,A,51.60%,1.5%,0.0%,"Shaco,Vel'Koz,Alistar,Swain,Leona,Brand,Sona","9,354"
Bronze,Mid,Yone,S+,51.60%,12.9%,0.0%,"Anivia,Pyke,Brand,Tristana,Annie,Heimerdinger,Malphite","77,978"
Bronze,Adc,Miss Fortune,S+,51.54%,24.9%,0.0%,"Senna,Sivir,Twitch,Jhin,Vayne,Tristana,Kai'Sa","150,304"
Bronze,Mid,Seraphine,A,51.49%,0.9%,0.0%,"Vel'Koz,Yasuo,Pyke,Zoe,Veigar,Neeko,Brand","5,483"
Bronze,Jungle,Zac,A,51.42%,1.9%,0.0%,"Jarvan IV,Lillia,Sejuani,Amumu,Karthus,Dr. Mundo,Nunu","11,347"
Bronze,Top,Volibear,S,51.40%,4.3%,0.0%,"Heimerdinger,Illaoi,Singed,Sion,Kayle,Kennen,Yorick","25,747"
Bronze,Top,Illaoi,S,51.37%,5.1%,0.0%,"Heimerdinger,Yorick,Vayne,Teemo,Kayle,Singed,Mordekaiser","30,845"
Bronze,Adc,Tristana,S+,51.35%,14.3%,0.0%,"Yasuo,Miss Fortune,Jhin,Kai'Sa,Twitch,Sivir,Jinx","86,285"
Bronze,Supp,Leona,S+,51.34%,11.7%,0.0%,"Swain,Brand,Shaco,Rell,Veigar,Galio,Seraphine","70,860"
Bronze,Mid,Lux,S,51.33%,6.5%,0.0%,"Malzahar,Diana,Brand,Viktor,Xerath,Ziggs,Yasuo","39,106"
Bronze,Supp,Seraphine,S+,51.30%,9.4%,0.0%,"Rell,Brand,Xerath,Sona,Maokai,Vel'Koz,Galio","57,060"
Bronze,Top,Kled,A,51.29%,1.2%,0.0%,"Singed,Poppy,Vayne,Volibear,Fiora,Teemo,Cho'Gath","7,461"
Bronze,Adc,Jhin,S+,51.28%,19.5%,0.0%,"Senna,Vayne,Miss Fortune,Kai'Sa,Sivir,Tristana,Yasuo","118,135"
Bronze,Adc,Yasuo,A,51.27%,2.1%,0.0%,"Senna,Sivir,Vayne,Miss Fortune,Twitch,Samira,Jhin","12,400"
Bronze,Top,Ornn,S,51.24%,4.1%,0.0%,"Singed,Poppy,Teemo,Tahm Kench,Camille,Illaoi,Yorick","24,694"
Bronze,Top,Wukong,A,51.24%,3.0%,0.0%,"Kled,Singed,Malphite,Nasus,Garen,Poppy,Urgot","17,867"
Bronze,Supp,Xerath,S,51.23%,3.1%,0.0%,"Galio,Vel'Koz,Shaco,Braum,Nami,Alistar,Neeko","18,931"
Bronze,Top,Urgot,S,51.20%,5.3%,0.0%,"Kennen,Yorick,Ornn,Cho'Gath,Kled,Heimerdinger,Illaoi","31,852"
Bronze,Supp,Taric,A,51.19%,0.9%,0.0%,"Galio,Sona,Zyra,Swain,Braum,Soraka,Seraphine","5,476"
Bronze,Jungle,Sejuani,A,51.13%,1.4%,0.0%,"Udyr,Ekko,Lillia,Skarner,Vi,Shaco,Fiddlesticks","8,588"
Bronze,Top,Quinn,A,51.08%,2.4%,0.0%,"Singed,Malphite,Volibear,Wukong,Nasus,Teemo,Illaoi","14,239"
Bronze,Mid,Malphite,A,51.04%,1.3%,0.0%,"Neeko,Xerath,Brand,Ryze,Galio,Malzahar,Heimerdinger","8,103"
Bronze,Jungle,Nunu & Willump,S,50.98%,5.2%,0.0%,"Sejuani,Dr. Mundo,Master Yi,Elise,Rammus,Amumu,Udyr","31,143"
Bronze,Mid,Sett,A,50.97%,1.0%,0.0%,"Neeko,Heimerdinger,Annie,Garen,Ryze,Vladimir,Brand","6,262"
Bronze,Jungle,Wukong,A,50.96%,1.1%,0.0%,"Nunu,Fiddlesticks,Elise,Udyr,Volibear,Gragas,Jax","6,805"
Bronze,Mid,Ekko,S,50.96%,5.1%,0.0%,"Viktor,Pantheon,Vladimir,Anivia,Neeko,Yone,Pyke","30,584"
Bronze,Mid,Aurelion Sol,A,50.96%,0.6%,0.0%,"Tristana,Brand,Viktor,Vel'Koz,Neeko,Viego,Veigar","3,903"
Bronze,Jungle,Hecarim,S,50.88%,8.2%,0.0%,"Dr. Mundo,Shyvana,Rammus,Master Yi,Udyr,Skarner,Elise","49,853"
Bronze,Top,Dr. Mundo,A,50.86%,2.1%,0.0%,"Kled,Yone,Illaoi,Kennen,Yorick,Yasuo,Sylas","12,955"
Bronze,Mid,Cho'Gath,A,50.83%,0.5%,0.0%,"Morgana,Garen,Xerath,Viktor,Kassadin,Yone,Orianna","3,142"
Bronze,Top,Shen,A,50.81%,4.1%,0.0%,"Singed,Sion,Heimerdinger,Garen,Quinn,Wukong,Mordekaiser","25,005"
Bronze,Adc,Vayne,S,50.79%,11.0%,0.0%,"Twitch,Tristana,Senna,Miss Fortune,Aphelios,Sivir,Kai'Sa","66,568"
Bronze,Adc,Twitch,A,50.77%,3.8%,0.0%,"Varus,Tristana,Kai'Sa,Jhin,Draven,Kalista,Miss Fortune","22,804"
Bronze,Supp,Nautilus,S,50.75%,9.0%,0.0%,"Swain,Brand,Neeko,Rell,Leona,Taric,Alistar","54,174"
Bronze,Supp,Sona,A,50.73%,2.9%,0.0%,"Rell,Vel'Koz,Swain,Brand,Leona,Alistar,Galio","17,689"
Bronze,Adc,Kai'Sa,S+,50.70%,23.0%,0.0%,"Yasuo,Miss Fortune,Vayne,Jhin,Tristana,Senna,Jinx","139,341"
Bronze,Supp,Blitzcrank,S,50.67%,8.7%,0.0%,"Shaco,Brand,Vel'Koz,Swain,Alistar,Zilean,Braum","52,797"
Bronze,Supp,Alistar,A,50.64%,4.4%,0.0%,"Janna,Swain,Neeko,Veigar,Vel'Koz,Brand,Lulu","26,605"
Bronze,Adc,Sivir,A,50.63%,3.0%,0.0%,"Senna,Twitch,Tristana,Ashe,Kai'Sa,Jinx,Jhin","18,061"
Bronze,Mid,Viego,A,50.59%,2.4%,0.0%,"Vel'Koz,Neeko,Pyke,Veigar,Tristana,Morgana,Malphite","14,316"
Bronze,Jungle,Poppy,A,50.53%,0.8%,0.0%,"Wukong,Shyvana,Rengar,Shaco,Vi,Volibear,Zac","4,585"
Bronze,Mid,Veigar,A,50.53%,6.4%,0.0%,"Brand,Ekko,Malphite,Katarina,Fizz,Vel'Koz,Cassiopeia","38,418"
Bronze,Supp,Nami,A,50.51%,2.7%,0.0%,"Vel'Koz,Swain,Leona,Shaco,Rell,Brand,Morgana","16,607"
Bronze,Supp,Morgana,S,50.46%,16.4%,0.0%,"Shaco,Brand,Maokai,Rell,Zyra,Xerath,Galio","99,437"
Bronze,Top,Sett,A,50.44%,10.3%,0.0%,"Volibear,Wukong,Singed,Yorick,Malphite,Tahm Kench,Nasus","62,363"
Bronze,Top,Heimerdinger,A,50.38%,1.6%,0.0%,"Gragas,Yasuo,Sion,Yone,Nasus,Kled,Cho'Gath","9,416"
Bronze,Mid,Ahri,A,50.34%,6.5%,0.0%,"Brand,Swain,Vel'Koz,Diana,Ziggs,Neeko,Fizz","39,396"
Bronze,Top,Mordekaiser,A,50.31%,9.4%,0.0%,"Singed,Nasus,Kled,Quinn,Tryndamere,Vayne,Heimerdinger","57,049"
Bronze,Jungle,Elise,A,50.25%,2.3%,0.0%,"Rammus,Sejuani,Vi,Shaco,Xin Zhao,Dr. Mundo,Amumu","13,738"
Bronze,Supp,Lux,S,50.23%,20.8%,0.0%,"Shaco,Rell,Swain,Zilean,Maokai,Zyra,Vel'Koz","125,949"
Bronze,Top,Tahm Kench,A,50.21%,1.2%,0.0%,"Poppy,Kayle,Yone,Nasus,Riven,Gangplank,Shen","7,031"
Bronze,Mid,Pantheon,A,50.20%,4.4%,0.0%,"Brand,Renekton,Heimerdinger,Vel'Koz,Malzahar,Annie,Garen","26,599"
Bronze,Jungle,Volibear,A,50.14%,3.9%,0.0%,"Rammus,Sejuani,Fiddlesticks,Skarner,Nocturne,Kindred,Shyvana","23,538"
Bronze,Adc,Jinx,A,50.12%,9.4%,0.0%,"Yasuo,Twitch,Jhin,Tristana,Miss Fortune,Senna,Vayne","56,795"
Bronze,Jungle,Karthus,A,50.12%,1.3%,0.0%,"Vi,Trundle,Rengar,Graves,Rammus,Dr. Mundo,Master Yi","7,788"
Bronze,Mid,Corki,A,50.11%,0.5%,0.0%,"Kassadin,Pantheon,Cassiopeia,Ziggs,Morgana,Orianna,Lucian","3,137"
Bronze,Mid,Xerath,A,50.02%,2.1%,0.0%,"Fizz,Pyke,Malzahar,Swain,Yasuo,Irelia,Anivia","12,420"
Bronze,Mid,Ziggs,B,49.96%,1.8%,0.0%,"Viego,Viktor,Yasuo,Pyke,Diana,Anivia,Malzahar","10,822"
Bronze,Jungle,Shaco,B,49.94%,5.4%,0.0%,"Karthus,Vi,Nocturne,Shyvana,Zac,Rammus,Trundle","32,532"
Bronze,Top,Kennen,B,49.93%,1.3%,0.0%,"Singed,Cho'Gath,Kled,Nasus,Sion,Gangplank,Ornn","7,603"
Bronze,Top,Maokai,B,49.90%,0.6%,0.0%,"Singed,Kled,Mordekaiser,Ornn,Kayle,Riven,Dr. Mundo","3,619"
Bronze,Adc,Ashe,B,49.85%,13.1%,0.0%,"Twitch,Senna,Tristana,Yasuo,Miss Fortune,Jhin,Vayne","79,238"
Bronze,Top,Warwick,B,49.84%,0.9%,0.0%,"Kennen,Gragas,Nasus,Vayne,Illaoi,Kayle,Tahm Kench","5,259"
Bronze,Top,Kayle,B,49.81%,2.8%,0.0%,"Yasuo,Kled,Dr. Mundo,Cho'Gath,Kennen,Teemo,Sion","16,897"
Bronze,Top,Yasuo,B,49.76%,2.7%,0.0%,"Nasus,Singed,Renekton,Kled,Sion,Garen,Shen","16,140"
Bronze,Supp,Neeko,B,49.76%,1.9%,0.0%,"Galio,Brand,Zilean,Vel'Koz,Swain,Bard,Sona","11,446"
Bronze,Jungle,Fiddlesticks,B,49.74%,2.8%,0.0%,"Karthus,Skarner,Dr. Mundo,Shaco,Master Yi,Shyvana,Rammus","17,095"
Bronze,Jungle,Trundle,B,49.72%,1.3%,0.0%,"Zac,Kindred,Udyr,Shyvana,Rammus,Kha'Zix,Ekko","8,013"
Bronze,Adc,Kog'Maw,B,49.69%,0.7%,0.0%,"Jhin,Miss Fortune,Vayne,Twitch,Varus,Lucian,Caitlyn","4,375"
Bronze,Jungle,Viego,C,49.69%,10.9%,0.0%,"Rammus,Dr. Mundo,Sejuani,Amumu,Elise,Nocturne,Shyvana","65,929"
Bronze,Jungle,Jax,B,49.60%,5.4%,0.0%,"Rammus,Jarvan IV,Dr. Mundo,Amumu,Zac,Skarner,Shyvana","32,937"
Bronze,Mid,Katarina,C,49.59%,8.6%,0.0%,"Heimerdinger,Brand,Galio,Diana,Annie,Tristana,Kassadin","51,861"
Bronze,Supp,Janna,B,49.58%,1.7%,0.0%,"Malphite,Galio,Nami,Swain,Brand,Zyra,Vel'Koz","9,999"
Bronze,Mid,Vladimir,B,49.52%,2.3%,0.0%,"Swain,Malzahar,Xerath,Diana,Anivia,Cassiopeia,Annie","13,938"
Bronze,Mid,Renekton,B,49.49%,0.8%,0.0%,"Anivia,Malzahar,Ornn,Sett,Veigar,Lux,Garen","5,068"
Bronze,Jungle,Kayn,D,49.45%,14.7%,0.0%,"Vi,Rammus,Master Yi,Dr. Mundo,Skarner,Nocturne,Warwick","88,687"
Bronze,Top,Trundle,B,49.38%,0.5%,0.0%,"Volibear,Heimerdinger,Sylas,Dr. Mundo,Pantheon,Kled,Wukong","3,315"
Bronze,Top,Jax,C,49.26%,4.6%,0.0%,"Singed,Garen,Heimerdinger,Cho'Gath,Malphite,Kennen,Illaoi","27,851"
Bronze,Top,Rengar,B,49.25%,0.7%,0.0%,"Heimerdinger,Cho'Gath,Kled,Poppy,Ornn,Sion,Wukong","4,012"
Bronze,Supp,Lulu,C,49.25%,3.6%,0.0%,"Shaco,Janna,Rell,Swain,Zyra,Brand,Sona","21,575"
Bronze,Top,Gnar,C,49.24%,4.6%,0.0%,"Tahm Kench,Kled,Heimerdinger,Dr. Mundo,Sion,Malphite,Illaoi","27,734"
Bronze,Jungle,Jarvan IV,B,49.22%,1.7%,0.0%,"Shyvana,Dr. Mundo,Karthus,Udyr,Vi,Warwick,Nocturne","9,982"
Bronze,Top,Tryndamere,C,49.21%,5.1%,0.0%,"Malphite,Teemo,Ornn,Nasus,Cho'Gath,Wukong,Quinn","30,865"
Bronze,Mid,Cassiopeia,B,49.04%,2.0%,0.0%,"Viktor,Annie,Heimerdinger,Vel'Koz,Pyke,Ekko,Lux","12,054"
Bronze,Supp,Malphite,D,48.91%,3.7%,0.0%,"Rell,Galio,Alistar,Swain,Taric,Xerath,Vel'Koz","22,226"
Bronze,Supp,Bard,B,48.86%,1.5%,0.0%,"Malphite,Xerath,Galio,Maokai,Sona,Swain,Zilean","8,979"
Bronze,Supp,Veigar,B,48.83%,1.7%,0.0%,"Shaco,Zilean,Brand,Zyra,Nami,Sona,Neeko","10,422"
Bronze,Top,Vayne,C,48.80%,3.1%,0.0%,"Kalista,Malphite,Jayce,Teemo,Yorick,Nasus,Quinn","18,458"
Bronze,Jungle,Kha'Zix,D,48.80%,8.8%,0.0%,"Rammus,Amumu,Dr. Mundo,Wukong,Volibear,Udyr,Vi","53,422"
Bronze,Jungle,Xin Zhao,D,48.78%,3.7%,0.0%,"Rammus,Zac,Dr. Mundo,Jarvan IV,Evelynn,Pantheon,Nocturne","22,609"
Bronze,Supp,Braum,B,48.78%,2.0%,0.0%,"Zilean,Neeko,Rell,Lulu,Zyra,Senna,Janna","11,826"
Bronze,Top,Yone,C,48.76%,2.6%,0.0%,"Urgot,Volibear,Kled,Riven,Renekton,Sett,Nasus","15,885"
Bronze,Top,Poppy,B,48.74%,1.3%,0.0%,"Kayle,Yone,Urgot,Malphite,Quinn,Garen,Shen","7,813"
Bronze,Adc,Samira,D,48.72%,10.4%,0.0%,"Senna,Miss Fortune,Tristana,Ashe,Vayne,Jhin,Jinx","62,589"
Bronze,Supp,Soraka,D,48.72%,3.4%,0.0%,"Blitzcrank,Galio,Vel'Koz,Zyra,Brand,Zilean,Nami","20,680"
Bronze,Top,Darius,D,48.70%,9.7%,0.0%,"Yorick,Tahm Kench,Singed,Cho'Gath,Quinn,Vayne,Teemo","58,692"
Bronze,Mid,Jayce,B,48.68%,0.5%,0.0%,"Syndra,Malphite,Brand,Swain,Orianna,Yone,Galio","3,141"
Bronze,Top,Rumble,B,48.66%,0.7%,0.0%,"Sion,Irelia,Camille,Aatrox,Yorick,Nasus,Ornn","4,219"
Bronze,Supp,Shen,B,48.56%,0.8%,0.0%,"Veigar,Swain,Bard,Brand,Braum,Maokai,Janna","4,827"
Bronze,Top,Viego,D,48.53%,3.2%,0.0%,"Tahm Kench,Sion,Kennen,Dr. Mundo,Garen,Riven,Volibear","19,212"
Bronze,Mid,Zed,D,48.49%,11.3%,0.0%,"Malzahar,Annie,Anivia,Heimerdinger,Brand,Fizz,Sett","68,516"
Bronze,Adc,Varus,D,48.49%,3.2%,0.0%,"Yasuo,Kalista,Jinx,Vayne,Miss Fortune,Tristana,Jhin","19,213"
Bronze,Jungle,Evelynn,D,48.47%,4.6%,0.0%,"Dr. Mundo,Zac,Wukong,Rammus,Amumu,Master Yi,Karthus","27,658"
Bronze,Mid,Lissandra,B,48.46%,0.8%,0.0%,"Qiyana,Xerath,Tristana,Morgana,Ryze,Veigar,Diana","4,697"
Bronze,Jungle,Cho'Gath,B,48.43%,0.5%,0.0%,"Dr. Mundo,Sejuani,Rammus,Vi,Volibear,Graves,Amumu","3,275"
Bronze,Jungle,Lillia,C,48.41%,2.6%,0.0%,"Trundle,Dr. Mundo,Master Yi,Nunu,Elise,Warwick,Kayn","15,991"
Bronze,Supp,Sett,C,48.39%,2.2%,0.0%,"Maokai,Swain,Janna,Braum,Brand,Zilean,Veigar","13,128"
