rank,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Platinum,Mid,Sett,3,0.5048,0.007,0.022,"Annie,Pantheon,Vladimir,Neeko,Ahri,Twisted Fate,Anivia",5188
Platinum,Mid,Vladimir,2,0.5043,0.045,0.05,"Rumble,Malzahar,Pantheon,Galio,Annie,Neeko,Xerath",35399
Platinum,Supp,Shaco,2,0.5041,0.022,0.193,"Soraka,Zilean,Xerath,Sona,Yuumi,Rakan,Lulu",17343
Platinum,Supp,Galio,2,0.504,0.03,0.021,"Janna,Shaco,Bard,Zyra,Maokai,Morgana,Xerath",23346
Platinum,Top,Kayle,3,0.5035,0.021,0.003,"Sylas,Wukong,Tryndamere,Yasuo,Jayce,Sion,Malphite",16337
Platinum,Adc,Miss Fortune,2,0.5035,0.041,0.003,"Jinx,Sivir,Varus,Tristana,Ashe,Draven,Twitch",32123
Platinum,Jungle,Karthus,2,0.503,0.036,0.067,"Skarner,Taliyah,Hecarim,Vi,Udyr,Nunu,Master Yi",27807
Platinum,Jungle,Taliyah,3,0.5023,0.018,0.002,"Warwick,Elise,Shyvana,Hecarim,Ivern,Skarner,Rek'Sai",14341
Platinum,Supp,Morgana,0,0.5021,0.086,0.332,"Zyra,Sona,Blitzcrank,Soraka,Yuumi,Xerath,Janna",67187
Platinum,Mid,Sylas,2,0.5018,0.084,0.039,"Tristana,Vel'Koz,Malzahar,Viego,Nocturne,Galio,Cassiopeia",65484
Platinum,Top,Sylas,2,0.5017,0.03,0.039,"Warwick,Vayne,Darius,Maokai,Jayce,Quinn,Poppy",23141
Platinum,Jungle,Vi,3,0.5017,0.03,0.003,"Ivern,Nunu,Skarner,Volibear,Nocturne,Poppy,Amumu",23297
Platinum,Supp,Zyra,3,0.5015,0.029,0.008,"Maokai,Blitzcrank,Lux,Sona,Alistar,Swain,Leona",22586
Platinum,Supp,Swain,2,0.5005,0.033,0.024,"Xerath,Lulu,Nami,Maokai,Bard,Zilean,Yuumi",25628
Platinum,Supp,Alistar,1,0.5005,0.113,0.051,"Taric,Janna,Bard,Swain,Nami,Lulu,Seraphine",88328
Platinum,Supp,Seraphine,0,0.5004,0.077,0.149,"Zilean,Maokai,Xerath,Taric,Bard,Soraka,Yuumi",59983
Platinum,Jungle,Zac,3,0.5001,0.025,0.006,"Karthus,Taliyah,Ivern,Poppy,Warwick,Nocturne,Kha'Zix",19481
Platinum,Jungle,Rammus,2,0.4999,0.03,0.07,"Poppy,Skarner,Shyvana,Dr. Mundo,Trundle,Nunu,Udyr",23768
Platinum,Adc,Caitlyn,2,0.4998,0.151,0.058,"Swain,Sivir,Jhin,Jinx,Miss Fortune,Ashe,Varus",118231
Platinum,Mid,Ziggs,3,0.4995,0.009,0.001,"Tristana,Pantheon,Morgana,Corki,Annie,Viego,Ekko",7145
Platinum,Jungle,Sejuani,3,0.4994,0.023,0.002,"Trundle,Taliyah,Amumu,Nocturne,Rek'Sai,Poppy,Hecarim",18099
Platinum,Mid,Viktor,3,0.4993,0.046,0.01,"Rumble,Kassadin,Fizz,Vel'Koz,Veigar,Ahri,Talon",36208
Platinum,Top,Mordekaiser,2,0.4991,0.051,0.039,"Vayne,Fiora,Pantheon,Riven,Yone,Tryndamere,Kayle",39952
Platinum,Supp,Rell,1,0.4986,0.054,0.153,"Shaco,Maokai,Taric,Bard,Janna,Zilean,Soraka",42082
Platinum,Adc,Kai'Sa,1,0.4977,0.328,0.276,"Swain,Jinx,Samira,Kog'Maw,Ashe,Draven,Miss Fortune",256236
Platinum,Supp,Nautilus,2,0.4971,0.081,0.082,"Taric,Leona,Swain,Maokai,Rell,Alistar,Braum",63278
Platinum,Top,Camille,2,0.4971,0.07,0.066,"Warwick,Poppy,Teemo,Vladimir,Shen,Maokai,Cho'Gath",54805
Platinum,Supp,Rakan,3,0.4968,0.036,0.001,"Maokai,Janna,Zilean,Morgana,Swain,Galio,Lulu",28420
Platinum,Top,Kennen,3,0.4964,0.016,0.002,"Cho'Gath,Teemo,Tryndamere,Kled,Kayle,Quinn,Nasus",12350
Platinum,Top,Tryndamere,3,0.4964,0.026,0.015,"Warwick,Volibear,Poppy,Kled,Cho'Gath,Singed,Urgot",20207
Platinum,Mid,Jayce,3,0.4963,0.007,0.011,"Lissandra,Rumble,Annie,Pantheon,Leblanc,Galio,Xerath",5555
Platinum,Supp,Yuumi,2,0.4963,0.092,0.109,"Nautilus,Thresh,Taric,Leona,Rell,Bard,Galio",72147
Platinum,Top,Aatrox,3,0.4962,0.059,0.038,"Heimerdinger,Singed,Malphite,Kled,Warwick,Illaoi,Wukong",46028
Platinum,Top,Gnar,1,0.4961,0.108,0.194,"Maokai,Sylas,Illaoi,Malphite,Nasus,Jayce,Urgot",84690
Platinum,Adc,Senna,2,0.4958,0.031,0.143,"Twitch,Tristana,Jinx,Miss Fortune,Draven,Jhin,Caitlyn",23905
Platinum,Supp,Vel'Koz,3,0.4956,0.019,0.004,"Soraka,Galio,Yuumi,Sona,Bard,Xerath,Nami",14971
Platinum,Top,Yorick,3,0.4949,0.011,0.003,"Tryndamere,Wukong,Shen,Ornn,Maokai,Nocturne,Singed",8820
Platinum,Jungle,Master Yi,3,0.4946,0.053,0.078,"Skarner,Udyr,Volibear,Fiddlesticks,Rek'Sai,Shaco,Sejuani",41529
Platinum,Top,Illaoi,3,0.4946,0.017,0.015,"Yorick,Ryze,Kayle,Vayne,Teemo,Vladimir,Gangplank",13041
Platinum,Jungle,Rengar,3,0.4941,0.034,0.026,"Rek'Sai,Dr. Mundo,Shyvana,Rammus,Skarner,Fiddlesticks,Hecarim",26721
Platinum,Top,Jayce,3,0.4941,0.036,0.011,"Maokai,Rengar,Ornn,Poppy,Nocturne,Urgot,Yasuo",28470
Platinum,Jungle,Jarvan IV,3,0.4939,0.035,0.002,"Poppy,Skarner,Master Yi,Viego,Shyvana,Gragas,Karthus",27327
Platinum,Jungle,Viego,2,0.4939,0.076,0.345,"Ivern,Fiddlesticks,Udyr,Warwick,Elise,Nocturne,Karthus",59688
Platinum,Mid,Twisted Fate,3,0.4937,0.074,0.012,"Diana,Annie,Nocturne,Katarina,Rumble,Vladimir,Ekko",57728
Platinum,Supp,Xerath,3,0.4933,0.026,0.009,"Pantheon,Sona,Yuumi,Blitzcrank,Nautilus,Leona,Soraka",20605
Platinum,Mid,Cassiopeia,3,0.4932,0.023,0.013,"Nocturne,Malzahar,Vel'Koz,Viego,Rumble,Galio,Neeko",18106
Platinum,Top,Jax,3,0.493,0.055,0.047,"Pantheon,Vladimir,Garen,Urgot,Singed,Kennen,Riven",43325
Platinum,Top,Teemo,3,0.4921,0.026,0.013,"Heimerdinger,Yasuo,Rengar,Kled,Pantheon,Urgot,Sion",20236
Platinum,Supp,Braum,3,0.4919,0.023,0.002,"Janna,Vel'Koz,Xerath,Zilean,Sona,Senna,Rell",17614
Platinum,Top,Sett,3,0.4914,0.055,0.022,"Warwick,Malphite,Poppy,Volibear,Riven,Aatrox,Garen",42906
Platinum,Mid,LeBlanc,3,0.4914,0.041,0.034,"Seraphine,Lux,Kassadin,Galio,Diana,Tristana,Veigar",32077
Platinum,Jungle,Ekko,3,0.4908,0.053,0.046,"Rammus,Volibear,Kha'Zix,Hecarim,Shaco,Evelynn,Ivern",41585
Platinum,Jungle,Kayn,3,0.4905,0.097,0.085,"Poppy,Ivern,Fiddlesticks,Skarner,Rammus,Hecarim,Master Yi",76084
Platinum,Jungle,Xin Zhao,3,0.4904,0.068,0.04,"Skarner,Warwick,Hecarim,Zac,Volibear,Dr. Mundo,Shaco",53158
Platinum,Jungle,Gragas,3,0.4897,0.029,0.013,"Vi,Dr. Mundo,Rek'Sai,Fiddlesticks,Amumu,Zac,Hecarim",22665
Platinum,Supp,Lux,4,0.4897,0.047,0.004,"Blitzcrank,Zilean,Maokai,Thresh,Bard,Swain,Janna",36632
Platinum,Supp,Neeko,3,0.4897,0.006,0.003,"Vel'Koz,Zilean,Xerath,Janna,Pantheon,Shaco,Braum",4654
Platinum,Top,Karma,3,0.4894,0.005,0.005,"Maokai,Gragas,Rengar,Singed,Urgot,Nasus,Irelia",4021
Platinum,Supp,Karma,4,0.489,0.06,0.005,"Zilean,Maokai,Sona,Yuumi,Blitzcrank,Nautilus,Thresh",47016
Platinum,Top,Dr. Mundo,3,0.4884,0.006,0.036,"Gangplank,Singed,Maokai,Sylas,Fiora,Malphite,Darius",4455
Platinum,Top,Vayne,3,0.4884,0.017,0.133,"Pantheon,Tristana,Maokai,Malphite,Wukong,Nasus,Viego",12984
Platinum,Mid,Yone,3,0.4883,0.113,0.309,"Annie,Pantheon,Ahri,Renekton,Xerath,Anivia,Katarina",87965
Platinum,Adc,Yasuo,3,0.488,0.009,0.174,"Swain,Kalista,Samira,Jinx,Varus,Lucian,Kai'Sa",6881
Platinum,Mid,Qiyana,4,0.4875,0.045,0.017,"Annie,Diana,Rumble,Leblanc,Lissandra,Galio,Renekton",35310
Platinum,Jungle,Olaf,3,0.4871,0.029,0.044,"Volibear,Shyvana,Trundle,Ivern,Karthus,Warwick,Master Yi",23015
Platinum,Top,Vladimir,3,0.4868,0.016,0.05,"Garen,Rengar,Viego,Heimerdinger,Riven,Kled,Kassadin",12451
Platinum,Jungle,Trundle,3,0.4866,0.009,0.001,"Nunu,Kayn,Jarvan IV,Gragas,Udyr,Shaco,Ekko",7203
Platinum,Adc,Varus,3,0.4865,0.022,0.001,"Kalista,Twitch,Ashe,Draven,Sivir,Senna,Tristana",16813
Platinum,Jungle,Lee Sin,5,0.4859,0.12,0.026,"Skarner,Taliyah,Hecarim,Warwick,Ivern,Nocturne,Poppy",93553
Platinum,Jungle,Amumu,3,0.4853,0.016,0.003,"Karthus,Ivern,Warwick,Xin Zhao,Olaf,Trundle,Rengar",12284
Platinum,Mid,Zoe,4,0.4845,0.032,0.018,"Malzahar,Annie,Galio,Anivia,Fizz,Rumble,Tristana",24788
Platinum,Adc,Xayah,5,0.4844,0.06,0.004,"Kog'Maw,Sivir,Jinx,Miss Fortune,Senna,Varus,Draven",46796
Platinum,Supp,Brand,4,0.4844,0.034,0.019,"Maokai,Yuumi,Zilean,Shaco,Zyra,Sona,Nami",26603
Platinum,Supp,Gragas,3,0.4837,0.01,0.013,"Braum,Bard,Janna,Brand,Zyra,Shaco,Sona",7897
Platinum,Adc,Kalista,3,0.4837,0.015,0.003,"Swain,Twitch,Tristana,Vayne,Sivir,Miss Fortune,Senna",11878
Platinum,Supp,Senna,5,0.4835,0.098,0.143,"Maokai,Zilean,Swain,Nami,Blitzcrank,Xerath,Bard",76227
Platinum,Top,Tahm Kench,3,0.4824,0.006,0.001,"Singed,Yorick,Illaoi,Ryze,Kled,Malphite,Rumble",4903
Platinum,Jungle,Shyvana,3,0.4821,0.019,0.002,"Sejuani,Karthus,Udyr,Evelynn,Nocturne,Master Yi,Nunu",14468
Platinum,Adc,Lucian,5,0.4821,0.072,0.037,"Kog'Maw,Varus,Senna,Draven,Miss Fortune,Sivir,Jhin",56572
Platinum,Top,Renekton,5,0.482,0.062,0.083,"Teemo,Illaoi,Rengar,Cho'Gath,Urgot,Mordekaiser,Poppy",48464
Platinum,Supp,Pyke,5,0.4818,0.071,0.05,"Shaco,Gragas,Morgana,Taric,Rakan,Maokai,Nami",55310
Platinum,Jungle,Kindred,3,0.4817,0.025,0.004,"Nocturne,Ivern,Master Yi,Shaco,Nunu,Rek'Sai,Kha'Zix",19830
Platinum,Top,Viego,3,0.4814,0.022,0.345,"Urgot,Poppy,Illaoi,Tryndamere,Malphite,Garen,Nasus",17216
Platinum,Adc,Ezreal,5,0.4786,0.2,0.04,"Sivir,Twitch,Draven,Swain,Tristana,Jhin,Vayne",156692
Platinum,Mid,Yasuo,5,0.4769,0.083,0.174,"Nocturne,Annie,Lissandra,Viego,Galio,Garen,Kassadin",64710
Platinum,Top,Akali,5,0.4767,0.031,0.115,"Warwick,Kled,Rengar,Vayne,Singed,Poppy,Jayce",24607
Platinum,Top,Gragas,5,0.4766,0.03,0.013,"Pantheon,Garen,Illaoi,Viego,Darius,Maokai,Ornn",23064
Platinum,Top,Rumble,3,0.4746,0.013,0.002,"Riven,Fiora,Nasus,Garen,Camille,Shen,Kled",9939
Platinum,Mid,Akali,5,0.4738,0.075,0.115,"Malzahar,Galio,Pantheon,Annie,Lissandra,Kassadin,Viego",58930
Platinum,Supp,Veigar,3,0.4731,0.006,0.006,"Maokai,Karma,Janna,Galio,Zyra,Morgana,Senna",4657
Platinum,Supp,Pantheon,5,0.4717,0.022,0.075,"Braum,Sona,Soraka,Zilean,Maokai,Bard,Nami",17109
Platinum,Mid,Orianna,5,0.4714,0.046,0.005,"Xerath,Veigar,Neeko,Annie,Corki,Galio,Katarina",35687
Platinum,Top,Gangplank,5,0.4713,0.042,0.017,"Kled,Sion,Maokai,Riven,Urgot,Cho'Gath,Garen",32517
Platinum,Jungle,Nidalee,5,0.4709,0.056,0.016,"Skarner,Elise,Hecarim,Evelynn,Udyr,Ivern,Gragas",43995
Platinum,Jungle,Jax,3,0.47,0.009,0.047,"Sejuani,Shaco,Amumu,Warwick,Dr. Mundo,Skarner,Evelynn",7205
Platinum,Top,Lucian,3,0.4694,0.008,0.037,"Singed,Viktor,Vladimir,Pantheon,Malphite,Sylas,Nasus",5991
Platinum,Top,Yone,5,0.469,0.022,0.309,"Quinn,Vayne,Maokai,Urgot,Wukong,Singed,Sett",17404
Platinum,Jungle,Graves,5,0.4685,0.08,0.044,"Skarner,Hecarim,Fiddlesticks,Volibear,Nunu,Ivern,Evelynn",62743
Platinum,Mid,Syndra,5,0.4682,0.029,0.006,"Rumble,Kassadin,Ekko,Diana,Katarina,Galio,Lux",22472
Platinum,Top,Yasuo,4,0.4672,0.014,0.174,"Viego,Jax,Rengar,Renekton,Volibear,Darius,Poppy",10808
Platinum,Mid,Xin Zhao,3,0.464,0.005,0.04,"Cho'Gath,Pantheon,Corki,Ahri,Neeko,Seraphine,Ekko",4265
Platinum,Mid,Lucian,5,0.4613,0.037,0.037,"Pantheon,Veigar,Diana,Annie,Malphite,Rumble,Anivia",29170
Platinum,Top,Ryze,4,0.4604,0.014,0.003,"Urgot,Wukong,Sion,Cho'Gath,Kled,Vayne,Rengar",10950
Platinum,Top,Irelia,5,0.4596,0.067,0.162,"Wukong,Warwick,Volibear,Garen,Ornn,Nocturne,Riven",52594
Platinum,Adc,Aphelios,5,0.4546,0.035,0.008,"Samira,Kalista,Ashe,Tristana,Varus,Twitch,Miss Fortune",27702
Platinum,Mid,Ryze,5,0.4523,0.029,0.003,"Rumble,Tristana,Heimerdinger,Seraphine,Xerath,Anivia,Neeko",22795
Platinum,Mid,Azir,4,0.4521,0.013,0.002,"Neeko,Galio,Xerath,Ziggs,Ekko,Annie,Corki",10007
Platinum,Supp,Twitch,3,0.4514,0.005,0.027,"Shaco,Zyra,Braum,Galio,Nautilus,Soraka,Xerath",3950
Platinum,Supp,Sett,5,0.4514,0.02,0.022,"Braum,Taric,Swain,Lulu,Nami,Soraka,Zyra",15520
Platinum,Top,Xin Zhao,4,0.4502,0.008,0.04,"Maokai,Rengar,Kennen,Nasus,Fiora,Shen,Tryndamere",5982
Platinum,Jungle,Lillia,5,0.4441,0.056,0.027,"Taliyah,Evelynn,Rengar,Rek'Sai,Fiddlesticks,Kha'Zix,Elise",43493
Platinum,Mid,Irelia,5,0.4426,0.037,0.162,"Galio,Vel'Koz,Pantheon,Anivia,Sylas,Leblanc,Neeko",29038
Diamond,Top,Warwick,2,0.5477,0.009,0.003,"Pantheon,Singed,Teemo,Maokai,Quinn,Vayne,Renekton",1793
Diamond,Adc,Swain,2,0.5449,0.012,0.008,"Tristana,Miss Fortune,Ezreal,Vayne,Twitch,Xayah,Draven",2371
Diamond,Jungle,Ivern,2,0.542,0.032,0.013,"Poppy,Gragas,Kindred,Shaco,Skarner,Rek'Sai,Taliyah",6456
Diamond,Mid,Zilean,2,0.5322,0.009,0.008,"Zoe,Qiyana,Viego,Cassiopeia,Galio,Veigar,Lissandra",1785
Diamond,Supp,Bard,0,0.5319,0.085,0.012,"Shaco,Swain,Rell,Maokai,Gragas,Zyra,Lulu",17328
Diamond,Jungle,Fiddlesticks,1,0.5319,0.053,0.065,"Vi,Poppy,Shyvana,Sejuani,Udyr,Dr. Mundo,Shaco",10879
Diamond,Adc,Veigar,2,0.5316,0.009,0.003,"Seraphine,Swain,Senna,Sivir,Aphelios,Twitch,Ezreal",1759
Diamond,Top,Heimerdinger,2,0.5313,0.009,0.005,"Quinn,Urgot,Ornn,Sion,Ryze,Cassiopeia,Nasus",1854
Diamond,Mid,Swain,3,0.5287,0.007,0.008,"Vel'Koz,Xerath,Tristana,Rumble,Talon,Kassadin,Qiyana",1445
Diamond,Mid,Malphite,2,0.5283,0.006,0.147,"Fizz,Anivia,Orianna,Akali,Kassadin,Riven,Galio",1306
Diamond,Mid,Rumble,2,0.528,0.014,0.003,"Aurelion Sol,Vel'Koz,Syndra,Zilean,Leblanc,Nocturne,Neeko",2966
Diamond,Mid,Ahri,1,0.528,0.064,0.009,"Zilean,Vel'Koz,Tristana,Fizz,Pantheon,Rumble,Katarina",13116
Diamond,Top,Darius,0,0.5277,0.073,0.258,"Warwick,Singed,Wukong,Quinn,Yorick,Riven,Fiora",15013
Diamond,Mid,Annie,2,0.5272,0.026,0.007,"Galio,Neeko,Kassadin,Orianna,Vel'Koz,Xerath,Leblanc",5360
Diamond,Jungle,Shaco,1,0.5265,0.073,0.128,"Shyvana,Rek'Sai,Nunu,Master Yi,Nocturne,Karthus,Warwick",14960
Diamond,Adc,Seraphine,2,0.5258,0.008,0.149,"Miss Fortune,Aphelios,Ashe,Jinx,Varus,Kog'Maw,Senna",1706
Diamond,Top,Lulu,2,0.5256,0.005,0.171,"Maokai,Quinn,Viego,Sion,Jax,Wukong,Lucian",1075
Diamond,Top,Wukong,1,0.5249,0.052,0.023,"Nasus,Warwick,Rengar,Pantheon,Illaoi,Garen,Fiora",10596
Diamond,Mid,Galio,1,0.5249,0.048,0.025,"Aurelion Sol,Lissandra,Aatrox,Tristana,Corki,Vel'Koz,Malzahar",9831
Diamond,Top,Nocturne,2,0.5241,0.012,0.024,"Karma,Singed,Gangplank,Nasus,Kennen,Vladimir,Pantheon",2389
Diamond,Mid,Neeko,2,0.524,0.015,0.002,"Malzahar,Seraphine,Ahri,Lissandra,Xerath,Sylas,Katarina",2996
Diamond,Jungle,Elise,0,0.5238,0.088,0.128,"Fiddlesticks,Shaco,Karthus,Nocturne,Rengar,Udyr,Zac",18056
Diamond,Top,Urgot,1,0.5235,0.056,0.024,"Rengar,Nocturne,Quinn,Sion,Vayne,Wukong,Nasus",11363
Diamond,Supp,Zilean,2,0.5232,0.041,0.008,"Vel'Koz,Bard,Shaco,Maokai,Galio,Leona,Pyke",8425
Diamond,Jungle,Hecarim,0,0.5228,0.143,0.687,"Nunu,Kindred,Ivern,Fiddlesticks,Shaco,Poppy,Nocturne",29210
Diamond,Top,Quinn,2,0.5221,0.014,0.008,"Vladimir,Pantheon,Tristana,Viego,Akali,Aatrox,Nasus",2965
Diamond,Supp,Thresh,0,0.5221,0.233,0.237,"Zyra,Rakan,Xerath,Bard,Zilean,Janna,Blitzcrank",47744
Diamond,Mid,Heimerdinger,3,0.522,0.006,0.005,"Leblanc,Xerath,Malzahar,Galio,Rumble,Talon,Orianna",1228
Diamond,Top,Singed,2,0.522,0.022,0.002,"Pantheon,Urgot,Rengar,Kayle,Jayce,Wukong,Nasus",4458
Diamond,Top,Riven,0,0.5205,0.079,0.037,"Urgot,Kled,Rengar,Poppy,Singed,Cho'Gath,Warwick",16071
Diamond,Top,Pantheon,2,0.5199,0.012,0.051,"Xin Zhao,Maokai,Mordekaiser,Jayce,Kennen,Sion,Kled",2491
Diamond,Adc,Kog'Maw,2,0.5196,0.013,0.001,"Sivir,Swain,Jinx,Miss Fortune,Ezreal,Samira,Aphelios",2581
Diamond,Mid,Kassadin,0,0.5188,0.069,0.335,"Renekton,Malzahar,Seraphine,Viego,Talon,Neeko,Tristana",14014
Diamond,Mid,Talon,0,0.5188,0.061,0.081,"Neeko,Nocturne,Azir,Annie,Malphite,Sylas,Pantheon",12389
Diamond,Top,Poppy,2,0.5187,0.027,0.014,"Teemo,Pantheon,Nocturne,Rumble,Darius,Kayle,Gangplank",5442
Diamond,Jungle,Poppy,2,0.5186,0.015,0.014,"Master Yi,Shaco,Skarner,Volibear,Rammus,Nunu,Gragas",3089
Diamond,Jungle,Nunu & Willump,2,0.5177,0.052,0.028,"Gragas,Taliyah,Ivern,Nocturne,Sejuani,Fiddlesticks,Kha'Zix",10712
Diamond,Adc,Draven,0,0.5168,0.056,0.046,"Kog'Maw,Samira,Twitch,Jinx,Varus,Vayne,Senna",11426
Diamond,Supp,Janna,1,0.5166,0.071,0.006,"Seraphine,Soraka,Zyra,Bard,Zilean,Morgana,Yuumi",14424
Diamond,Supp,Zyra,2,0.5165,0.02,0.002,"Xerath,Braum,Sona,Lux,Shaco,Nautilus,Yuumi",4052
Diamond,Mid,Diana,1,0.5163,0.049,0.027,"Galio,Lissandra,Viego,Yasuo,Talon,Vladimir,Ahri",9943
Diamond,Supp,Sona,2,0.5161,0.017,0.0,"Rakan,Galio,Bard,Yuumi,Maokai,Leona,Alistar",3379
Diamond,Jungle,Nocturne,2,0.5159,0.039,0.024,"Skarner,Evelynn,Udyr,Ivern,Fiddlesticks,Jarvan IV,Kha'Zix",7912
Diamond,Adc,Jinx,0,0.5158,0.169,0.035,"Twitch,Swain,Kalista,Tristana,Caitlyn,Sivir,Ezreal",34534
Diamond,Mid,Katarina,0,0.5157,0.087,0.169,"Rumble,Garen,Diana,Sett,Galio,Malzahar,Lissandra",17805
Diamond,Mid,Vel'Koz,2,0.5149,0.018,0.003,"Seraphine,Ryze,Corki,Syndra,Kassadin,Ekko,Qiyana",3762
Diamond,Supp,Shaco,2,0.5144,0.017,0.128,"Nami,Galio,Lux,Janna,Lulu,Sona,Thresh",3466
Diamond,Top,Maokai,2,0.5144,0.016,0.005,"Vladimir,Ryze,Kayle,Quinn,Poppy,Shen,Singed",3194
Diamond,Mid,Pantheon,2,0.5138,0.021,0.051,"Renekton,Rumble,Veigar,Annie,Corki,Zoe,Kassadin",4395
Diamond,Jungle,Sejuani,3,0.5138,0.021,0.002,"Warwick,Elise,Kindred,Shaco,Poppy,Evelynn,Nocturne",4327
Diamond,Jungle,Rek'Sai,2,0.5137,0.052,0.034,"Rammus,Fiddlesticks,Sejuani,Skarner,Olaf,Elise,Kha'Zix",10696
Diamond,Mid,Ziggs,3,0.5134,0.008,0.0,"Neeko,Morgana,Talon,Akali,Anivia,Yasuo,Viego",1677
Diamond,Top,Shen,1,0.5133,0.064,0.017,"Yone,Singed,Nocturne,Riven,Quinn,Jax,Kayle",13065
Diamond,Top,Fiora,0,0.5127,0.079,0.118,"Viego,Poppy,Teemo,Urgot,Aatrox,Malphite,Cho'Gath",16207
Diamond,Jungle,Trundle,3,0.512,0.007,0.001,"Lillia,Nunu,Rek'Sai,Hecarim,Gragas,Ekko,Shaco",1500
Diamond,Mid,Anivia,0,0.511,0.05,0.119,"Zilean,Corki,Vel'Koz,Xerath,Viego,Ahri,Azir",10150
Diamond,Mid,Malzahar,2,0.5108,0.025,0.012,"Seraphine,Diana,Lissandra,Viktor,Cho'Gath,Viego,Ekko",5112
Diamond,Mid,Corki,2,0.5107,0.024,0.002,"Cho'Gath,Fizz,Vladimir,Lux,Ekko,Veigar,Ziggs",4999
Diamond,Top,Kled,2,0.5107,0.024,0.007,"Quinn,Darius,Viego,Poppy,Fiora,Rengar,Shen",5009
Diamond,Jungle,Taliyah,3,0.5107,0.028,0.004,"Master Yi,Poppy,Jarvan IV,Rek'Sai,Evelynn,Volibear,Nocturne",5628
Diamond,Mid,Zed,0,0.51,0.1,0.251,"Nocturne,Xerath,Renekton,Malphite,Rumble,Corki,Neeko",20389
Diamond,Adc,Tristana,0,0.5099,0.196,0.161,"Kog'Maw,Draven,Kalista,Sivir,Vayne,Jinx,Samira",40086
Diamond,Mid,Lissandra,3,0.5098,0.018,0.002,"Rumble,Vladimir,Twisted Fate,Azir,Lucian,Seraphine,Talon",3637
Diamond,Mid,Aurelion Sol,3,0.5097,0.01,0.001,"Pantheon,Xerath,Malzahar,Vladimir,Seraphine,Talon,Viego",2060
Diamond,Supp,Rakan,2,0.5096,0.05,0.002,"Zyra,Bard,Shaco,Zilean,Swain,Karma,Braum",10288
Diamond,Jungle,Skarner,2,0.5095,0.032,0.02,"Volibear,Taliyah,Warwick,Rammus,Evelynn,Shaco,Vi",6465
Diamond,Jungle,Udyr,0,0.5094,0.087,0.452,"Ivern,Zac,Shaco,Warwick,Sejuani,Jarvan IV,Hecarim",17743
Diamond,Top,Jax,1,0.5092,0.056,0.063,"Pantheon,Singed,Rengar,Malphite,Tryndamere,Maokai,Kled",11459
Diamond,Mid,Sylas,1,0.5092,0.087,0.036,"Pantheon,Veigar,Galio,Orianna,Annie,Lux,Leblanc",17900
Diamond,Mid,Vladimir,1,0.5087,0.049,0.055,"Anivia,Cassiopeia,Kassadin,Annie,Orianna,Malzahar,Vel'Koz",10018
Diamond,Mid,Qiyana,1,0.5085,0.063,0.05,"Malphite,Jayce,Pantheon,Lux,Annie,Rumble,Malzahar",12933
Diamond,Jungle,Warwick,3,0.5085,0.017,0.003,"Rammus,Hecarim,Poppy,Taliyah,Ivern,Nunu,Olaf",3400
Diamond,Mid,Fizz,1,0.5084,0.047,0.092,"Neeko,Kassadin,Zed,Annie,Galio,Tristana,Nocturne",9565
Diamond,Mid,Veigar,3,0.5081,0.023,0.003,"Rumble,Viego,Neeko,Ekko,Vel'Koz,Vladimir,Fizz",4674
Diamond,Mid,Tristana,2,0.5079,0.019,0.161,"Cassiopeia,Annie,Neeko,Diana,Vel'Koz,Lissandra,Corki",3808
Diamond,Jungle,Kha'Zix,1,0.5079,0.107,0.146,"Vi,Hecarim,Shaco,Elise,Rengar,Fiddlesticks,Udyr",21904
Diamond,Top,Garen,1,0.5075,0.056,0.025,"Volibear,Akali,Camille,Aatrox,Singed,Vladimir,Kayle",11392
Diamond,Supp,Blitzcrank,1,0.5075,0.064,0.045,"Zyra,Zilean,Soraka,Shaco,Janna,Bard,Leona",13159
Diamond,Supp,Maokai,2,0.5072,0.03,0.005,"Zyra,Janna,Xerath,Brand,Shaco,Nautilus,Thresh",6187
Diamond,Top,Sylas,2,0.507,0.035,0.036,"Poppy,Wukong,Kayle,Darius,Urgot,Fiora,Tryndamere",7195
Diamond,Top,Nasus,2,0.5069,0.029,0.009,"Pantheon,Yorick,Jax,Volibear,Sion,Garen,Shen",5900
Diamond,Mid,Viego,1,0.5064,0.032,0.337,"Lissandra,Vladimir,Tristana,Neeko,Zoe,Seraphine,Annie",6593
Diamond,Adc,Twitch,2,0.5055,0.038,0.028,"Seraphine,Kog'Maw,Tristana,Kai'Sa,Lucian,Caitlyn,Jhin",7850
Diamond,Mid,Cassiopeia,2,0.5052,0.026,0.013,"Galio,Nocturne,Qiyana,Talon,Corki,Malzahar,Vel'Koz",5340
Diamond,Jungle,Volibear,2,0.5051,0.051,0.041,"Ivern,Trundle,Jarvan IV,Kayn,Rammus,Nocturne,Warwick",10492
Diamond,Supp,Lulu,0,0.5051,0.154,0.171,"Sona,Xerath,Vel'Koz,Seraphine,Thresh,Blitzcrank,Janna",31463
Diamond,Supp,Rell,0,0.5046,0.075,0.208,"Sona,Janna,Gragas,Xerath,Zilean,Thresh,Vel'Koz",15396
Diamond,Adc,Sivir,1,0.5043,0.075,0.027,"Swain,Twitch,Jhin,Draven,Vayne,Kai'Sa,Jinx",15418
