rank,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Gold,Top,Volibear,1,0.5099,0.06,0.049,"Quinn,Kayle,Singed,Illaoi,Garen,Urgot,Shen",146824
Gold,Adc,Twitch,2,0.5094,0.034,0.021,"Tristana,Draven,Yasuo,Samira,Kog'Maw,Vayne,Kai'Sa",83371
Gold,Supp,Swain,1,0.5093,0.047,0.048,"Vel'Koz,Soraka,Xerath,Sona,Brand,Lulu,Shaco",114661
Gold,Jungle,Vi,2,0.5091,0.038,0.005,"Trundle,Skarner,Udyr,Volibear,Poppy,Nunu,Amumu",93375
Gold,Jungle,Wukong,3,0.5089,0.008,0.014,"Amumu,Jarvan IV,Shaco,Jax,Dr. Mundo,Nocturne,Udyr",18411
Gold,Mid,Xerath,2,0.5086,0.021,0.023,"Fizz,Diana,Katarina,Akali,Malzahar,Ahri,Leblanc",52177
Gold,Adc,Samira,0,0.5085,0.112,0.184,"Jinx,Miss Fortune,Senna,Jhin,Sivir,Kog'Maw,Vayne",271629
Gold,Supp,Janna,2,0.5084,0.036,0.002,"Sona,Nami,Zyra,Maokai,Seraphine,Xerath,Blitzcrank",86853
Gold,Mid,Ekko,2,0.5081,0.04,0.048,"Galio,Kassadin,Brand,Corki,Anivia,Viego,Ahri",98340
Gold,Top,Nocturne,3,0.5079,0.008,0.045,"Singed,Fiora,Urgot,Garen,Nasus,Ornn,Wukong",20220
Gold,Supp,Soraka,2,0.5077,0.038,0.005,"Xerath,Lulu,Blitzcrank,Yuumi,Galio,Nami,Maokai",92279
Gold,Mid,Cho'Gath,3,0.5075,0.007,0.032,"Xerath,Lux,Ahri,Vel'Koz,Anivia,Corki,Fizz",17361
Gold,Top,Warwick,3,0.5073,0.011,0.01,"Cho'Gath,Maokai,Volibear,Garen,Shen,Vladimir,Yorick",25901
Gold,Supp,Seraphine,0,0.5072,0.073,0.135,"Zilean,Maokai,Nami,Vel'Koz,Bard,Blitzcrank,Yuumi",178240
Gold,Adc,Ashe,2,0.5068,0.057,0.007,"Twitch,Sivir,Tristana,Jhin,Senna,Samira,Draven",138112
Gold,Jungle,Evelynn,1,0.5066,0.044,0.076,"Nunu,Warwick,Rek'Sai,Volibear,Fiddlesticks,Rammus,Hecarim",105858
Gold,Supp,Thresh,0,0.5065,0.183,0.112,"Brand,Swain,Zilean,Zyra,Bard,Shaco,Sona",444667
Gold,Top,Quinn,2,0.5065,0.02,0.019,"Malphite,Ornn,Cho'Gath,Maokai,Teemo,Urgot,Wukong",49807
Gold,Top,Yorick,2,0.5063,0.016,0.006,"Jax,Yone,Urgot,Wukong,Malphite,Fiora,Cho'Gath",39297
Gold,Adc,Vayne,0,0.5061,0.139,0.145,"Kog'Maw,Tristana,Jinx,Caitlyn,Ashe,Twitch,Samira",338913
Gold,Supp,Xerath,2,0.5054,0.037,0.023,"Yuumi,Shaco,Blitzcrank,Leona,Galio,Sona,Nautilus",89392
Gold,Supp,Vel'Koz,3,0.5053,0.024,0.007,"Soraka,Shaco,Yuumi,Sona,Zilean,Xerath,Maokai",58399
Gold,Supp,Morgana,0,0.5051,0.102,0.375,"Sona,Shaco,Vel'Koz,Zilean,Zyra,Yuumi,Lulu",248383
Gold,Jungle,Kha'Zix,1,0.5049,0.086,0.091,"Nunu,Poppy,Skarner,Elise,Volibear,Dr. Mundo,Warwick",209199
Gold,Supp,Galio,2,0.5048,0.029,0.021,"Sona,Shaco,Rell,Maokai,Zilean,Braum,Lulu",71043
Gold,Top,Riven,2,0.5047,0.062,0.017,"Kled,Urgot,Maokai,Ornn,Garen,Cho'Gath,Poppy",149880
Gold,Top,Trundle,3,0.5047,0.005,0.001,"Poppy,Kennen,Teemo,Shen,Gnar,Wukong,Vladimir",13049
Gold,Supp,Alistar,1,0.5046,0.095,0.042,"Janna,Swain,Bard,Vel'Koz,Seraphine,Morgana,Lulu",229713
Gold,Top,Darius,0,0.5045,0.081,0.365,"Wukong,Kled,Ornn,Urgot,Yorick,Riven,Maokai",195646
Gold,Mid,Aurelion Sol,3,0.5044,0.007,0.001,"Brand,Fizz,Lissandra,Malzahar,Viktor,Diana,Annie",15899
Gold,Mid,Kassadin,1,0.5043,0.046,0.084,"Tristana,Pantheon,Viego,Talon,Zed,Neeko,Yone",112083
Gold,Adc,Miss Fortune,2,0.5038,0.063,0.006,"Sivir,Jhin,Twitch,Ashe,Tristana,Jinx,Kog'Maw",153164
Gold,Mid,Vladimir,2,0.5036,0.036,0.031,"Malzahar,Annie,Brand,Anivia,Vel'Koz,Ahri,Diana",86645
Gold,Top,Sylas,2,0.5035,0.025,0.041,"Urgot,Illaoi,Kled,Riven,Garen,Wukong,Yorick",60545
Gold,Top,Mordekaiser,1,0.5034,0.059,0.058,"Fiora,Sylas,Vayne,Jax,Riven,Akali,Singed",142308
Gold,Jungle,Amumu,3,0.5032,0.028,0.008,"Ivern,Dr. Mundo,Volibear,Shaco,Skarner,Poppy,Evelynn",68093
Gold,Top,Fiora,1,0.5031,0.07,0.087,"Malphite,Urgot,Wukong,Quinn,Sion,Akali,Teemo",171044
Gold,Mid,Lissandra,3,0.5027,0.017,0.004,"Corki,Tristana,Lux,Annie,Ziggs,Neeko,Xerath",41195
Gold,Jungle,Master Yi,1,0.5026,0.077,0.144,"Udyr,Elise,Shaco,Skarner,Volibear,Poppy,Warwick",186494
Gold,Adc,Kog'Maw,3,0.5026,0.014,0.001,"Sivir,Caitlyn,Jinx,Varus,Tristana,Draven,Jhin",33616
Gold,Mid,Zed,0,0.5022,0.113,0.421,"Garen,Malphite,Annie,Nocturne,Diana,Malzahar,Viego",274332
Gold,Top,Poppy,2,0.502,0.023,0.016,"Maokai,Illaoi,Cho'Gath,Garen,Darius,Yorick,Teemo",55813
Gold,Supp,Brand,2,0.5012,0.052,0.058,"Xerath,Yuumi,Maokai,Zyra,Sona,Zilean,Vel'Koz",126958
Gold,Top,Kayle,3,0.5011,0.022,0.004,"Wukong,Pantheon,Quinn,Kled,Malphite,Yorick,Gnar",52452
Gold,Supp,Rell,1,0.5008,0.045,0.111,"Janna,Sona,Shaco,Morgana,Maokai,Zilean,Nami",108605
Gold,Top,Heimerdinger,3,0.5008,0.01,0.007,"Yasuo,Kalista,Yorick,Riven,Garen,Cho'Gath,Maokai",23857
Gold,Jungle,Xin Zhao,2,0.5005,0.074,0.034,"Volibear,Warwick,Rammus,Trundle,Dr. Mundo,Udyr,Skarner",178797
Gold,Top,Teemo,2,0.5005,0.043,0.041,"Urgot,Maokai,Cho'Gath,Sion,Ornn,Heimerdinger,Yorick",104451
Gold,Supp,Taric,3,0.5003,0.01,0.001,"Sona,Bard,Swain,Zilean,Nami,Lulu,Soraka",24268
Gold,Jungle,Jarvan IV,3,0.5001,0.031,0.002,"Viego,Volibear,Ivern,Warwick,Nunu,Master Yi,Fiddlesticks",76073
Gold,Top,Gnar,1,0.4996,0.094,0.163,"Ornn,Wukong,Malphite,Urgot,Kled,Sylas,Maokai",227979
Gold,Jungle,Ekko,3,0.4995,0.054,0.048,"Volibear,Poppy,Hecarim,Dr. Mundo,Skarner,Sejuani,Vi",130418
Gold,Mid,Sylas,3,0.4994,0.077,0.041,"Malzahar,Galio,Neeko,Corki,Kassadin,Ahri,Annie",185962
Gold,Jungle,Trundle,3,0.4991,0.012,0.001,"Skarner,Warwick,Gragas,Nunu,Jax,Jarvan IV,Fiddlesticks",29240
Gold,Adc,Draven,2,0.4989,0.035,0.027,"Senna,Jhin,Samira,Jinx,Sivir,Miss Fortune,Yasuo",83865
Gold,Top,Pantheon,3,0.4985,0.011,0.094,"Ornn,Heimerdinger,Illaoi,Urgot,Rengar,Malphite,Cho'Gath",26196
Gold,Jungle,Rek'Sai,3,0.4985,0.019,0.007,"Fiddlesticks,Warwick,Vi,Volibear,Jarvan IV,Elise,Nocturne",46538
Gold,Supp,Nautilus,2,0.4984,0.084,0.095,"Swain,Rell,Leona,Shaco,Zilean,Morgana,Bard",204829
Gold,Mid,Talon,2,0.4984,0.057,0.056,"Garen,Diana,Malphite,Neeko,Vel'Koz,Annie,Pantheon",139206
Gold,Adc,Kai'Sa,1,0.4984,0.289,0.233,"Samira,Kog'Maw,Jinx,Miss Fortune,Ashe,Jhin,Tristana",703265
Gold,Top,Illaoi,2,0.4981,0.024,0.036,"Yorick,Teemo,Tryndamere,Mordekaiser,Garen,Kayle,Fiora",58112
Gold,Jungle,Zac,3,0.4981,0.025,0.006,"Hecarim,Karthus,Jarvan IV,Dr. Mundo,Taliyah,Shyvana,Ekko",61782
Gold,Mid,Jayce,3,0.4976,0.007,0.008,"Brand,Lissandra,Leblanc,Nocturne,Ahri,Malzahar,Veigar",17761
Gold,Top,Rengar,3,0.4976,0.012,0.015,"Yorick,Garen,Illaoi,Urgot,Shen,Maokai,Sett",28599
Gold,Supp,Yuumi,2,0.4968,0.083,0.09,"Leona,Thresh,Blitzcrank,Alistar,Rell,Galio,Nautilus",202264
Gold,Supp,Lux,3,0.4965,0.081,0.016,"Shaco,Maokai,Blitzcrank,Xerath,Yuumi,Lulu,Nami",197452
Gold,Top,Jax,3,0.4965,0.053,0.043,"Singed,Garen,Malphite,Cho'Gath,Quinn,Kled,Kennen",128267
Gold,Adc,Senna,2,0.4963,0.036,0.157,"Tristana,Sivir,Miss Fortune,Jhin,Jinx,Twitch,Vayne",87468
Gold,Adc,Caitlyn,3,0.4962,0.162,0.075,"Ashe,Sivir,Jhin,Tristana,Jinx,Miss Fortune,Twitch",393007
Gold,Jungle,Viego,2,0.496,0.078,0.322,"Udyr,Elise,Skarner,Dr. Mundo,Evelynn,Volibear,Shaco",188559
Gold,Top,Camille,3,0.4951,0.05,0.042,"Warwick,Urgot,Teemo,Shen,Wukong,Vladimir,Mordekaiser",122070
Gold,Top,Kennen,3,0.495,0.015,0.003,"Cho'Gath,Kled,Nasus,Maokai,Pantheon,Malphite,Illaoi",36433
Gold,Mid,Yone,2,0.4937,0.121,0.312,"Anivia,Annie,Renekton,Pantheon,Neeko,Malphite,Ahri",294495
Gold,Jungle,Shyvana,3,0.4937,0.022,0.004,"Master Yi,Dr. Mundo,Udyr,Warwick,Nunu,Volibear,Evelynn",53021
Gold,Top,Sett,3,0.4933,0.063,0.035,"Ornn,Volibear,Maokai,Garen,Urgot,Malphite,Wukong",153322
Gold,Supp,Braum,3,0.4927,0.023,0.003,"Nami,Soraka,Vel'Koz,Zyra,Zilean,Morgana,Swain",56037
Gold,Top,Aatrox,3,0.4907,0.05,0.042,"Maokai,Urgot,Nocturne,Ornn,Garen,Wukong,Malphite",121409
Gold,Mid,Cassiopeia,3,0.4901,0.02,0.013,"Xerath,Vel'Koz,Malzahar,Ekko,Viktor,Diana,Ahri",48828
Gold,Top,Akali,3,0.4898,0.03,0.111,"Maokai,Urgot,Kled,Lucian,Rengar,Garen,Shen",72739
Gold,Jungle,Kayn,3,0.4897,0.101,0.09,"Poppy,Skarner,Nocturne,Master Yi,Fiddlesticks,Warwick,Elise",245580
Gold,Top,Tryndamere,3,0.4888,0.032,0.023,"Poppy,Warwick,Cho'Gath,Sion,Nasus,Malphite,Kennen",77453
Gold,Supp,Pyke,4,0.4885,0.074,0.07,"Maokai,Shaco,Sona,Nami,Nautilus,Lulu,Zilean",181011
Gold,Top,Vladimir,3,0.4885,0.013,0.031,"Rengar,Yorick,Cho'Gath,Garen,Tryndamere,Urgot,Wukong",32676
Gold,Jungle,Taliyah,3,0.4884,0.013,0.001,"Hecarim,Evelynn,Sejuani,Elise,Volibear,Udyr,Warwick",30831
Gold,Supp,Karma,4,0.4872,0.046,0.004,"Maokai,Nami,Sona,Yuumi,Zyra,Nautilus,Lulu",110848
Gold,Supp,Rakan,3,0.487,0.031,0.001,"Sona,Zyra,Zilean,Nami,Lux,Lulu,Janna",75405
Gold,Jungle,Gragas,3,0.4869,0.026,0.009,"Sejuani,Volibear,Dr. Mundo,Nocturne,Skarner,Nunu,Fiddlesticks",62319
Gold,Adc,Varus,3,0.4867,0.025,0.002,"Sivir,Draven,Ashe,Tristana,Twitch,Vayne,Jhin",60260
Gold,Mid,LeBlanc,4,0.4865,0.042,0.046,"Corki,Malzahar,Annie,Brand,Lissandra,Ahri,Galio",103222
Gold,Supp,Veigar,3,0.4863,0.008,0.011,"Soraka,Maokai,Xerath,Zilean,Blitzcrank,Sona,Bard",19601
Gold,Jungle,Karthus,3,0.4855,0.024,0.023,"Ivern,Skarner,Shyvana,Dr. Mundo,Volibear,Sejuani,Evelynn",57990
Gold,Top,Vayne,3,0.4853,0.026,0.145,"Malphite,Maokai,Vladimir,Wukong,Jayce,Pantheon,Rengar",62660
Gold,Top,Dr. Mundo,3,0.485,0.008,0.049,"Illaoi,Garen,Singed,Kled,Wukong,Darius,Aatrox",20019
Gold,Mid,Akali,5,0.4847,0.082,0.111,"Galio,Malzahar,Annie,Neeko,Brand,Corki,Kassadin",198951
Gold,Mid,Yasuo,5,0.4843,0.108,0.242,"Garen,Annie,Viego,Pantheon,Malphite,Nocturne,Sett",261439
Gold,Mid,Twisted Fate,5,0.4832,0.06,0.007,"Diana,Tristana,Nocturne,Fizz,Vel'Koz,Annie,Rumble",145392
Gold,Supp,Neeko,3,0.4827,0.008,0.005,"Vel'Koz,Soraka,Lulu,Zyra,Xerath,Morgana,Pantheon",18700
Gold,Mid,Xin Zhao,3,0.4827,0.007,0.034,"Malphite,Brand,Ziggs,Neeko,Anivia,Pantheon,Fizz",16932
Gold,Top,Tahm Kench,3,0.4826,0.01,0.002,"Singed,Kennen,Cho'Gath,Sion,Jayce,Shen,Rumble",23153
Gold,Jungle,Lee Sin,5,0.4822,0.127,0.043,"Skarner,Poppy,Warwick,Udyr,Hecarim,Nocturne,Volibear",308842
Gold,Supp,Senna,5,0.4821,0.112,0.157,"Zyra,Swain,Xerath,Maokai,Vel'Koz,Lux,Leona",272533
Gold,Adc,Yasuo,3,0.4806,0.011,0.242,"Swain,Vayne,Kog'Maw,Kalista,Senna,Sivir,Samira",26410
Gold,Top,Renekton,5,0.4804,0.062,0.083,"Urgot,Ornn,Garen,Teemo,Maokai,Nasus,Cho'Gath",150291
Gold,Adc,Xayah,5,0.4797,0.048,0.004,"Twitch,Sivir,Jinx,Caitlyn,Jhin,Miss Fortune,Varus",117846
Gold,Jungle,Olaf,3,0.4797,0.026,0.04,"Ivern,Dr. Mundo,Shaco,Sejuani,Trundle,Kha'Zix,Master Yi",62523
Gold,Adc,Ezreal,5,0.4783,0.21,0.047,"Sivir,Jhin,Vayne,Twitch,Samira,Tristana,Kai'Sa",510944
Gold,Supp,Ashe,3,0.4777,0.007,0.007,"Sona,Nautilus,Zyra,Shaco,Maokai,Leona,Xerath",16764
Gold,Top,Viego,4,0.4773,0.021,0.322,"Maokai,Tahm Kench,Rengar,Kennen,Nocturne,Warwick,Wukong",52094
Gold,Top,Jayce,4,0.4773,0.028,0.008,"Yorick,Sion,Ornn,Maokai,Nasus,Garen,Malphite",69200
Gold,Jungle,Jax,3,0.4764,0.018,0.043,"Poppy,Rammus,Fiddlesticks,Dr. Mundo,Nunu,Elise,Sejuani",43716
Gold,Mid,Orianna,5,0.4764,0.039,0.004,"Corki,Neeko,Vel'Koz,Annie,Diana,Tristana,Xerath",94503
Gold,Adc,Lucian,5,0.476,0.081,0.039,"Ashe,Sivir,Jhin,Twitch,Miss Fortune,Jinx,Tristana",197077
Gold,Top,Gragas,4,0.4748,0.021,0.009,"Yorick,Garen,Ornn,Illaoi,Cho'Gath,Darius,Maokai",51823
Gold,Jungle,Rengar,4,0.4712,0.028,0.015,"Skarner,Warwick,Rammus,Nunu,Shaco,Master Yi,Dr. Mundo",67345
Gold,Top,Lucian,3,0.471,0.009,0.039,"Singed,Maokai,Wukong,Ornn,Malphite,Garen,Warwick",21087
Gold,Top,Yone,5,0.4705,0.023,0.312,"Maokai,Kled,Urgot,Garen,Jax,Wukong,Riven",55597
Gold,Supp,Shen,3,0.4698,0.006,0.016,"Zilean,Janna,Maokai,Swain,Shaco,Soraka,Lulu",14628
Gold,Mid,Qiyana,5,0.4695,0.032,0.008,"Malzahar,Diana,Annie,Corki,Ahri,Pantheon,Fizz",78305
Gold,Supp,Gragas,3,0.4695,0.008,0.009,"Bard,Braum,Rakan,Vel'Koz,Nami,Nautilus,Morgana",18311
Gold,Adc,Kalista,4,0.4686,0.015,0.006,"Vayne,Senna,Ashe,Kog'Maw,Twitch,Jhin,Samira",36711
Gold,Supp,Pantheon,5,0.4683,0.028,0.094,"Zilean,Janna,Alistar,Maokai,Lulu,Braum,Swain",67404
Gold,Jungle,Kindred,4,0.4681,0.025,0.004,"Ivern,Rammus,Master Yi,Shaco,Hecarim,Poppy,Volibear",60997
Gold,Mid,Zoe,5,0.466,0.027,0.014,"Morgana,Annie,Galio,Malzahar,Brand,Xerath,Katarina",64638
Gold,Jungle,Graves,5,0.4658,0.071,0.04,"Fiddlesticks,Udyr,Skarner,Volibear,Elise,Dr. Mundo,Hecarim",173753
Gold,Mid,Syndra,5,0.4648,0.027,0.008,"Ziggs,Vel'Koz,Fizz,Pantheon,Brand,Lissandra,Heimerdinger",65697
Gold,Top,Rumble,4,0.4642,0.013,0.003,"Kled,Garen,Wukong,Cho'Gath,Urgot,Sion,Tryndamere",32726
Gold,Supp,Malphite,4,0.462,0.008,0.158,"Nami,Lulu,Zyra,Galio,Taric,Alistar,Swain",20366
Gold,Top,Gangplank,5,0.4612,0.037,0.013,"Kled,Garen,Yorick,Urgot,Wukong,Aatrox,Sion",88780
Gold,Top,Ryze,4,0.4607,0.014,0.004,"Cho'Gath,Rengar,Quinn,Garen,Renekton,Wukong,Yone",34137
Gold,Jungle,Nidalee,5,0.4604,0.047,0.01,"Skarner,Poppy,Sejuani,Fiddlesticks,Nocturne,Rek'Sai,Udyr",114098
Gold,Mid,Lucian,5,0.4578,0.038,0.039,"Malphite,Diana,Malzahar,Vel'Koz,Annie,Ahri,Xerath",92011
Gold,Adc,Aphelios,5,0.4564,0.029,0.01,"Twitch,Kog'Maw,Tristana,Sivir,Samira,Jhin,Jinx",70424
Gold,Top,Yasuo,5,0.4562,0.019,0.242,"Kled,Riven,Cho'Gath,Darius,Nasus,Rengar,Garen",45916
Gold,Top,Irelia,5,0.4561,0.067,0.147,"Warwick,Volibear,Nocturne,Urgot,Garen,Nasus,Wukong",163368
Gold,Supp,Sett,5,0.456,0.02,0.035,"Taric,Janna,Soraka,Bard,Galio,Alistar,Swain",49187
Gold,Mid,Irelia,5,0.4518,0.044,0.147,"Garen,Corki,Veigar,Annie,Fizz,Vladimir,Ahri",106832
Gold,Mid,Ryze,5,0.4489,0.028,0.004,"Malzahar,Annie,Vel'Koz,Corki,Ahri,Diana,Veigar",68083
Gold,Top,Xin Zhao,4,0.4479,0.008,0.034,"Kled,Volibear,Maokai,Shen,Urgot,Jax,Garen",20385
Gold,Jungle,Lillia,5,0.4441,0.048,0.022,"Ivern,Kha'Zix,Nocturne,Fiddlesticks,Master Yi,Evelynn,Hecarim",115892
Gold,Mid,Azir,5,0.4391,0.013,0.001,"Vel'Koz,Tristana,Lissandra,Brand,Veigar,Malzahar,Ahri",30578
Gold,Top,Kalista,4,0.4383,0.007,0.006,"Kled,Malphite,Rengar,Volibear,Ornn,Darius,Wukong",17838
Gold,Jungle,Twitch,3,0.436,0.005,0.021,"Amumu,Jax,Vi,Kha'Zix,Master Yi,Shyvana,Kayn",12828
Gold,Mid,Ezreal,4,0.4262,0.006,0.047,"Brand,Nocturne,Annie,Xerath,Malzahar,Malphite,Anivia",13424
Platinum,Adc,Swain,1,0.5523,0.011,0.024,"Kog'Maw,Twitch,Miss Fortune,Vayne,Ashe,Caitlyn,Ezreal",8544
Platinum,Adc,Seraphine,2,0.5425,0.006,0.149,"Swain,Jhin,Senna,Jinx,Vayne,Draven,Kalista",4461
Platinum,Mid,Zilean,2,0.5326,0.007,0.008,"Nocturne,Corki,Ahri,Katarina,Fizz,Vel'Koz,Ekko",5804
Platinum,Mid,Swain,2,0.5325,0.007,0.024,"Xerath,Seraphine,Lux,Viktor,Galio,Corki,Ziggs",5587
Platinum,Jungle,Ivern,2,0.5324,0.019,0.005,"Fiddlesticks,Shaco,Nocturne,Master Yi,Nunu,Xin Zhao,Sejuani",14652
Platinum,Mid,Annie,2,0.5311,0.03,0.009,"Rumble,Swain,Seraphine,Talon,Fizz,Lissandra,Malzahar",23455
Platinum,Mid,Galio,1,0.5303,0.038,0.021,"Nocturne,Veigar,Corki,Annie,Sett,Anivia,Viego",29717
Platinum,Top,Wukong,1,0.53,0.046,0.019,"Warwick,Maokai,Shen,Garen,Volibear,Singed,Malphite",35875
Platinum,Supp,Maokai,2,0.5299,0.026,0.005,"Vel'Koz,Gragas,Janna,Braum,Lulu,Alistar,Morgana",20617
Platinum,Top,Maokai,2,0.5297,0.016,0.005,"Heimerdinger,Singed,Kayle,Viego,Sion,Vladimir,Nasus",12472
Platinum,Mid,Heimerdinger,3,0.5283,0.007,0.005,"Yasuo,Seraphine,Tristana,Lux,Veigar,Talon,Fizz",5101
Platinum,Mid,Rumble,2,0.528,0.012,0.002,"Veigar,Nocturne,Kassadin,Galio,Tristana,Corki,Sylas",9060
Platinum,Top,Urgot,0,0.527,0.062,0.038,"Vayne,Ornn,Maokai,Illaoi,Wukong,Sion,Garen",48305
Platinum,Mid,Pantheon,1,0.526,0.024,0.075,"Nocturne,Vel'Koz,Rumble,Syndra,Lux,Malzahar,Ahri",18439
Platinum,Jungle,Skarner,2,0.5254,0.028,0.015,"Ivern,Gragas,Volibear,Olaf,Udyr,Rek'Sai,Shaco",21616
Platinum,Jungle,Hecarim,0,0.525,0.151,0.588,"Ivern,Nunu,Dr. Mundo,Udyr,Skarner,Rek'Sai,Shaco",117673
Platinum,Adc,Veigar,2,0.5247,0.007,0.006,"Twitch,Sivir,Xayah,Jhin,Jinx,Tristana,Miss Fortune",5841
Platinum,Mid,Ahri,1,0.524,0.067,0.013,"Lux,Diana,Galio,Veigar,Ekko,Corki,Annie",52454
Platinum,Top,Kled,2,0.5236,0.022,0.009,"Fiora,Jayce,Maokai,Singed,Viego,Warwick,Wukong",17438
Platinum,Jungle,Nunu & Willump,2,0.5234,0.046,0.019,"Rek'Sai,Poppy,Skarner,Sejuani,Warwick,Fiddlesticks,Zac",36228
Platinum,Jungle,Shaco,0,0.5228,0.085,0.193,"Volibear,Karthus,Nunu,Vi,Hecarim,Rek'Sai,Rammus",66485
Platinum,Top,Garen,0,0.5227,0.079,0.056,"Kayle,Cho'Gath,Darius,Quinn,Tryndamere,Vayne,Teemo",61675
Platinum,Jungle,Fiddlesticks,1,0.5227,0.051,0.044,"Skarner,Dr. Mundo,Rek'Sai,Vi,Hecarim,Udyr,Warwick",40120
Platinum,Mid,Diana,1,0.5226,0.052,0.035,"Galio,Lux,Neeko,Ziggs,Talon,Seraphine,Lissandra",40344
Platinum,Mid,Morgana,2,0.5225,0.006,0.332,"Annie,Talon,Cassiopeia,Corki,Viego,Neeko,Vel'Koz",4817
Platinum,Mid,Gragas,3,0.5209,0.005,0.013,"Corki,Annie,Kassadin,Lissandra,Ryze,Ahri,Cassiopeia",3953
Platinum,Supp,Bard,1,0.5208,0.057,0.005,"Maokai,Sona,Blitzcrank,Zyra,Shaco,Thresh,Rakan",44361
Platinum,Supp,Zilean,2,0.52,0.036,0.008,"Maokai,Bard,Galio,Nami,Zyra,Lulu,Janna",28487
Platinum,Mid,Corki,2,0.5189,0.023,0.002,"Vladimir,Viego,Zed,Tristana,Kassadin,Annie,Twisted Fate",18228
Platinum,Jungle,Volibear,2,0.5188,0.049,0.052,"Ivern,Nunu,Poppy,Hecarim,Kha'Zix,Kindred,Rek'Sai",38530
Platinum,Supp,Sona,2,0.5177,0.016,0.0,"Maokai,Zilean,Sett,Lux,Leona,Alistar,Nami",12593
Platinum,Mid,Malzahar,1,0.5175,0.034,0.028,"Seraphine,Diana,Galio,Fizz,Corki,Ekko,Talon",26700
Platinum,Mid,Nocturne,2,0.5173,0.01,0.033,"Vladimir,Ekko,Vel'Koz,Katarina,Viego,Yone,Akali",7724
Platinum,Jungle,Warwick,2,0.517,0.029,0.005,"Ivern,Volibear,Karthus,Shaco,Skarner,Nocturne,Shyvana",22964
Platinum,Jungle,Wukong,3,0.5168,0.007,0.019,"Ivern,Skarner,Dr. Mundo,Evelynn,Warwick,Elise,Gragas",5350
Platinum,Jungle,Udyr,0,0.5167,0.08,0.398,"Ivern,Zac,Sejuani,Nunu,Dr. Mundo,Shaco,Volibear",62358
Platinum,Top,Heimerdinger,2,0.5166,0.009,0.005,"Kayle,Wukong,Lucian,Jayce,Nasus,Yasuo,Irelia",7308
Platinum,Mid,Malphite,2,0.516,0.009,0.161,"Anivia,Ryze,Galio,Sylas,Neeko,Viktor,Ahri",7188
Platinum,Jungle,Nocturne,2,0.5157,0.053,0.033,"Dr. Mundo,Karthus,Skarner,Nunu,Taliyah,Kha'Zix,Hecarim",41517
Platinum,Mid,Garen,3,0.5157,0.007,0.056,"Leblanc,Cassiopeia,Pantheon,Lissandra,Malphite,Sylas,Zoe",5451
Platinum,Mid,Anivia,0,0.5157,0.05,0.12,"Corki,Ahri,Xerath,Diana,Katarina,Kassadin,Viktor",39117
Platinum,Adc,Jinx,0,0.5156,0.161,0.037,"Swain,Twitch,Draven,Ashe,Varus,Jhin,Sivir",125966
Platinum,Jungle,Elise,0,0.5151,0.078,0.145,"Ivern,Shaco,Hecarim,Sejuani,Nunu,Rek'Sai,Warwick",61238
Platinum,Top,Cho'Gath,1,0.515,0.06,0.028,"Maokai,Fiora,Sett,Darius,Mordekaiser,Wukong,Quinn",46919
Platinum,Mid,Kassadin,0,0.5149,0.062,0.191,"Pantheon,Tristana,Neeko,Galio,Zed,Viego,Ahri",48363
Platinum,Top,Singed,2,0.5148,0.019,0.002,"Heimerdinger,Urgot,Vladimir,Quinn,Kennen,Jayce,Gangplank",14746
Platinum,Mid,Aurelion Sol,3,0.5147,0.007,0.001,"Ziggs,Diana,Kassadin,Viego,Vel'Koz,Viktor,Fizz",5767
Platinum,Top,Ornn,2,0.5146,0.039,0.006,"Ryze,Garen,Singed,Illaoi,Sion,Cho'Gath,Yasuo",30459
Platinum,Top,Nocturne,2,0.5145,0.009,0.033,"Teemo,Quinn,Kled,Urgot,Kayle,Garen,Singed",7028
Platinum,Mid,Veigar,2,0.5144,0.031,0.006,"Xerath,Seraphine,Ekko,Fizz,Vel'Koz,Ziggs,Katarina",23927
Platinum,Mid,Neeko,2,0.5143,0.018,0.003,"Rumble,Corki,Pantheon,Seraphine,Ekko,Viktor,Anivia",13913
Platinum,Top,Warwick,3,0.5142,0.01,0.005,"Maokai,Quinn,Kayle,Urgot,Kennen,Shen,Vayne",7807
Platinum,Top,Darius,0,0.5141,0.076,0.318,"Wukong,Kled,Quinn,Mordekaiser,Vladimir,Kennen,Maokai",59601
Platinum,Jungle,Rek'Sai,2,0.5139,0.031,0.014,"Nocturne,Warwick,Shyvana,Kha'Zix,Vi,Ivern,Zac",24429
Platinum,Mid,Viego,1,0.5139,0.028,0.345,"Rumble,Lissandra,Malzahar,Renekton,Anivia,Pantheon,Ahri",21656
Platinum,Top,Riven,1,0.5133,0.074,0.024,"Quinn,Urgot,Wukong,Maokai,Ornn,Nasus,Garen",57615
Platinum,Top,Quinn,2,0.5128,0.018,0.013,"Maokai,Malphite,Viego,Rengar,Sion,Wukong,Poppy",13767
Platinum,Supp,Nami,2,0.512,0.059,0.002,"Maokai,Blitzcrank,Bard,Nautilus,Yuumi,Thresh,Xerath",45827
Platinum,Top,Rengar,2,0.512,0.013,0.026,"Kennen,Urgot,Kled,Wukong,Tryndamere,Warwick,Riven",10412
